,,Jason Stuart Redding Miyares,Mark Rankin Herring,Write-Ins,Total Votes Cast,Undervotes
Precinct,825 - Cherry Run (CD 11),552,702,0,1254,0
Precinct,827 - Irving (CD 11),406,645,0,1051,0
Precinct,833 - White Oaks (CD 11),515,769,2,1286,0
Precinct,838 - Sangster (CD 10),483,522,2,1007,0
Precinct,839 - Silverbrook (CD 10),766,876,2,1644,0
Precinct,840 - West Springfield (CD 11),506,794,0,1300,0
Precinct,841 - Popes Head (CD 10),402,346,2,750,0
Precinct,842 - Parkway (CD 11),514,465,0,979,0
Precinct,843 - Fair Lakes (CD 11),516,802,2,1320,0
Precinct,844 - Centerpointe (CD 11),295,483,3,781,0
Precinct,845 - Fountainhead (CD 10),957,801,1,1759,0
Precinct,846 - Greenbriar East (CD 11),474,801,1,1276,0
Precinct,847 - Greenbriar West (CD 10),427,574,3,1004,0
Precinct,848 - Fair Oaks (CD 11),435,645,3,1083,0
Precinct,849 - Newgate (CD 10),1066,994,2,2062,0
Precinct,850 - South Run (CD 10),606,563,1,1170,0
Precinct,851 - Willow Springs (CD 11),524,592,2,1118,0
Precinct,901 - Centre Ridge (CD 11),410,666,0,1076,0
Precinct,902 - Brookfield (CD 10),619,885,0,1504,0
Precinct,903 - Cub Run (CD 10),704,840,2,1546,0
Precinct,904 - Stonecroft (CD 10),313,264,0,577,0
Precinct,905 - Franklin (CD 10),172,272,0,444,0
Precinct,908 - Hidden Meadow (CD 10),473,589,1,1063,0
Precinct,909 - Oak Hill (CD 10),408,561,1,970,0
Precinct,910 - London Towne (CD 11),460,875,0,1335,0
Precinct,911 - Navy (CD 10),620,810,3,1433,0
Precinct,913 - Rocky Run (CD 10),800,860,1,1661,0
Precinct,914 - Vale (CD 10),479,501,3,983,0
Precinct,915 - Virginia Run (CD 10),668,537,1,1206,0
Precinct,916 - Waples Mill (CD 10),866,933,1,1800,0
Precinct,917 - Stone North (CD 10),316,458,2,776,0
Precinct,918 - Centreville (CD 11),572,939,3,1514,0
Precinct,919 - Green Trails (CD 11),592,979,3,1574,0
Precinct,920 - Chantilly (CD 10),463,643,0,1106,0
Precinct,921 - Deer Park (CD 10),639,670,2,1311,0
Precinct,923 - Bull Run (CD 10),592,473,2,1067,0
Precinct,924 - Spindle (CD 11),202,362,1,565,0
Precinct,925 - Old Mill (CD 10),327,400,1,728,0
Precinct,926 - Powell (CD 11),685,935,0,1620,0
Precinct,927 - Armfield (CD 10),329,473,1,803,0
Precinct,928 - Poplar Tree (CD 10),574,643,1,1218,0
Precinct,929 - Difficult Run (CD 10),202,179,0,381,0
Precinct,930 - Lees Corner (CD 10),383,549,2,934,0
Precinct,931 - Carson (CD 10),367,660,1,1028,0
Precinct,932 - Stone South (CD 10),193,393,0,586,0
Precinct,933 - Compton (CD 11),130,177,0,307,0
Precinct,Ab - Central Absentee Precinct (CD 10),2454,8927,10,11391,0
Precinct,Ab - Central Absentee Precinct (CD 11),4584,24462,37,29083,0
Precinct,Ab - Central Absentee Precinct (CD 8),2660,14125,24,16809,0
Precinct,Provisional (CD 10),74,188,2,264,0
Precinct,Provisional (CD 11),221,650,3,874,0
Precinct,Provisional (CD 8),119,403,0,522,0
Locality,Falls Church City,1542,5403,6,6951,0
Precinct,##ev - Central Absentee Precinct,498,2363,1,2862,0
Precinct,##pe - Central Absentee Precinct,5,23,0,28,0
Precinct,1 - First Ward,323,812,1,1136,0
Precinct,2 - Second Ward,264,613,1,878,0
Precinct,3 - Third Ward,340,746,3,1089,0
Precinct,Ab - Central Absentee Precinct,109,833,0,942,0
Precinct,Provisional,3,13,0,16,0
Locality,Fauquier County,22012,11861,18,33891,0
Precinct,##ev - Central Absentee Precinct (CD 1),1163,576,0,1739,0
Precinct,##ev - Central Absentee Precinct (CD 5),5152,3482,1,8635,0
Precinct,##pe - Central Absentee Precinct (CD 1),6,10,0,16,0
Precinct,##pe - Central Absentee Precinct (CD 5),15,30,0,45,0
Precinct,101 - Kettle Run (CD 5),453,117,4,574,0
Precinct,102 - Catlett (CD 1),1102,220,0,1322,0
Precinct,103 - Casanova (CD 5),471,163,0,634,0
Precinct,104 - Lois (CD 1),481,126,0,607,0
Precinct,105 - Opal (CD 5),509,128,0,637,0
Precinct,106 - Baldwin Ridge (CD 5),550,230,1,781,0
Precinct,201 - Courthouse (CD 5),803,535,2,1340,0
Precinct,202 - Airlie (CD 5),717,332,3,1052,0
Precinct,203 - Warrenton (CD 5),725,505,0,1230,0
Precinct,301 - Morrisville (CD 1),776,165,0,941,0
Precinct,302 - Remington (CD 5),955,353,0,1308,0
Precinct,303 - Bealeton (CD 1),1063,464,0,1527,0
Precinct,401 - Marshall (CD 5),843,391,1,1235,0
Precinct,402 - Leeds (CD 5),781,425,0,1206,0
Precinct,403 - Waterloo (CD 5),890,275,1,1166,0
Precinct,404 - Springs Valley (CD 5),408,178,0,586,0
Precinct,501 - The Plains (CD 5),690,451,0,1141,0
Precinct,502 - New Baltimore (CD 5),846,331,2,1179,0
Precinct,503 - Broad Run (CD 5),681,248,1,930,0
Precinct,504 - Vint Hill (CD 5),1092,410,0,1502,0
Precinct,Ab - Central Absentee Precinct (CD 1),113,222,0,335,0
Precinct,Ab - Central Absentee Precinct (CD 5),698,1460,2,2160,0
Precinct,Provisional (CD 1),2,5,0,7,0
Precinct,Provisional (CD 5),27,29,0,56,0
Locality,Floyd County,5199,2259,9,7467,0
Precinct,##ev - Central Absentee Precinct,1071,802,3,1876,0
Precinct,##pe - Central Absentee Precinct,2,11,0,13,0
Precinct,101 - Locust Grove,818,252,1,1071,0
Precinct,201 - Little River,824,273,0,1097,0
Precinct,301 - Courthouse,540,236,4,780,0
Precinct,401 - Burks Fork,819,199,0,1018,0
Precinct,501 - Indian Valley,959,163,1,1123,0
Precinct,Ab - Central Absentee Precinct,163,318,0,481,0
Precinct,Provisional,3,5,0,8,0
Locality,Fluvanna County,6951,5436,6,12393,0
Precinct,##ev - Central Absentee Precinct,2395,2244,1,4640,0
Precinct,##pe - Central Absentee Precinct,13,28,0,41,0
Precinct,101 - Palmyra,882,563,1,1446,0
Precinct,201 - Columbia,833,395,0,1228,0
Precinct,301 - Fork Union,792,436,2,1230,0
Precinct,401 - Cunningham,1100,316,1,1417,0
Precinct,501 - Rivanna,692,511,1,1204,0
Precinct,Ab - Central Absentee Precinct,236,935,0,1171,0
Precinct,Provisional,8,8,0,16,0
Locality,Franklin City,1240,1701,1,2942,0
Precinct,##ev - Central Absentee Precinct,346,508,0,854,0
Precinct,##pe - Central Absentee Precinct,0,2,0,2,0
Precinct,101 - Precinct 1-1,333,118,0,451,0
Precinct,201 - Precinct 2-1,264,165,0,429,0
Precinct,301 - Precinct 3-1,29,224,1,254,0
Precinct,401 - Precinct 4-1,33,157,0,190,0
Precinct,501 - Precinct 5-1,10,205,0,215,0
Precinct,601 - Precinct 6-1,185,151,0,336,0
Precinct,Ab - Central Absentee Precinct,39,169,0,208,0
Precinct,Provisional,1,2,0,3,0
Locality,Franklin County,17593,6115,13,23721,0
Precinct,##ev - Central Absentee Precinct,2802,1645,7,4454,0
Precinct,##pe - Central Absentee Precinct,30,25,0,55,0
Precinct,102 - Burnt Chimney,1043,256,0,1299,0
Precinct,103 - Scruggs,1646,428,1,2075,0
Precinct,201 - Glade Hill,964,165,0,1129,0
Precinct,202 - Penhook,616,191,0,807,0
Precinct,203 - Hodgesville,152,35,0,187,0
Precinct,204 - Dudley,548,128,0,676,0
Precinct,301 - Snow Creek,442,83,0,525,0
Precinct,302 - Fork Mountain,413,74,0,487,0
Precinct,303 - Sontag,565,226,1,792,0
Precinct,304 - Dickinson,269,103,0,372,0
Precinct,401 - Henry,781,111,0,892,0
Precinct,402 - Ferrum,386,110,0,496,0
Precinct,403 - Endicott,439,84,0,523,0
Precinct,501 - Waidsboro,468,122,0,590,0
Precinct,502 - Callaway,719,141,1,861,0
Precinct,503 - Bowmans,386,110,0,496,0
Precinct,504 - Gogginsville,597,148,0,745,0
Precinct,601 - Boones Mill,870,200,0,1070,0
Precinct,602 - Bonbrook,856,169,1,1026,0
Precinct,603 - Coopers Cove,652,128,1,781,0
Precinct,701 - Rocky Mount East,636,246,0,882,0
Precinct,702 - Rocky Mount West,427,197,0,624,0
Precinct,703 - Rocky Mount South,368,164,1,533,0
Precinct,Ab - Central Absentee Precinct,514,818,0,1332,0
Precinct,Provisional,4,8,0,12,0
Locality,Frederick County,24701,11525,17,36243,0
Precinct,##ev - Central Absentee Precinct,4540,2931,3,7474,0
Precinct,##pe - Central Absentee Precinct,64,75,0,139,0
Precinct,101 - Russells,958,204,0,1162,0
Precinct,102 - Gore,1258,277,1,1536,0
Precinct,103 - Kernstown,992,340,0,1332,0
Precinct,104 - Cedar Creek,681,200,0,881,0
Precinct,201 - Gainesborough,718,110,0,828,0
Precinct,202 - Albin,884,235,0,1119,0
Precinct,203 - Redland,1234,331,1,1566,0
Precinct,204 - Nain,781,214,0,995,0
Precinct,301 - Clear Brook,649,148,1,798,0
Precinct,302 - Neff's Town,1112,615,1,1728,0
Precinct,303 - White Hall,1182,400,0,1582,0
Precinct,401 - Carpers Valley,744,333,1,1078,0
Precinct,402 - Shenandoah,599,200,0,799,0
Precinct,403 - Parkin's Mill,917,341,1,1259,0
Precinct,404 - Armel,779,378,1,1158,0
Precinct,501 - Stephens City,941,450,0,1391,0
Precinct,502 - Newtown,1224,448,2,1674,0
Precinct,503 - Canterburg,1155,501,1,1657,0
Precinct,601 - Millbrook,601,230,0,831,0
Precinct,602 - Ash Hollow,631,352,0,983,0
Precinct,603 - Greenwood,1296,596,2,1894,0
Precinct,Ab - Central Absentee Precinct,740,1594,1,2335,0
Precinct,Provisional,21,22,1,44,0
Locality,Fredericksburg City,3435,5527,9,8971,0
Precinct,##ev - Central Absentee Precinct,975,1564,1,2540,0
Precinct,##pe - Central Absentee Precinct,3,9,0,12,0
Precinct,101 - Precinct 1 - District One,738,841,2,1581,0
Precinct,201 - Precinct 1 - District Two,534,792,3,1329,0
Precinct,301 - Precinct 1 - District Three,563,612,2,1177,0
Precinct,401 - Precinct 1 - District Four,197,504,0,701,0
Precinct,402 - Precinct 2 - District Four,238,339,1,578,0
Precinct,Ab - Central Absentee Precinct,182,852,0,1034,0
Precinct,Provisional,5,14,0,19,0
Locality,Galax City,1386,514,2,1902,0
Precinct,##ev - Central Absentee Precinct,353,175,1,529,0
Precinct,##pe - Central Absentee Precinct,1,2,0,3,0
Precinct,1 - East,419,139,1,559,0
Precinct,5 - West,557,132,0,689,0
Precinct,Ab - Central Absentee Precinct,55,65,0,120,0
Precinct,Provisional,1,1,0,2,0
Locality,Giles County,5693,1635,3,7331,0
Precinct,##ev - Central Absentee Precinct,1846,632,0,2478,0
Precinct,##pe - Central Absentee Precinct,2,4,0,6,0
Precinct,101 - Glen Lyn,75,9,0,84,0
Precinct,102 - Rich Creek,298,47,0,345,0
Precinct,103 - Narrows,745,124,0,869,0
Precinct,201 - Pearisburg,724,141,0,865,0
Precinct,202 - Staffordsville,210,38,0,248,0
Precinct,203 - White Gate,149,20,0,169,0
Precinct,301 - Eggleston,329,106,0,435,0
Precinct,302 - Pembroke,771,167,1,939,0
Precinct,303 - Newport,413,170,1,584,0
Precinct,Ab - Central Absentee Precinct,131,176,1,308,0
Precinct,Provisional,0,1,0,1,0
Locality,Gloucester County,12445,4845,11,17301,0
Precinct,##ev - Central Absentee Precinct,2437,1456,2,3895,0
Precinct,##pe - Central Absentee Precinct,13,9,0,22,0
Precinct,101 - Harcum,795,203,2,1000,0
Precinct,102 - Salem,680,175,0,855,0
Precinct,103 - Peasley,542,135,0,677,0
Precinct,201 - Courthouse,618,227,0,845,0
Precinct,202 - Botetourt,991,311,1,1303,0
Precinct,301 - White Marsh,881,229,1,1111,0
Precinct,302 - Roanes,1038,294,0,1332,0
Precinct,401 - Hayes,966,338,1,1305,0
Precinct,402 - Sarahs Creek,842,324,2,1168,0
Precinct,501 - Achilles,1438,316,0,1754,0
Precinct,502 - Walker,872,237,1,1110,0
Precinct,Ab - Central Absentee Precinct,321,586,1,908,0
Precinct,Provisional,11,5,0,16,0
Locality,Goochland County,9591,4906,12,14509,0
Precinct,##ev - Central Absentee Precinct,3520,1959,1,5480,0
Precinct,##pe - Central Absentee Precinct,12,27,0,39,0
Precinct,101 - Fife,448,146,5,599,0
Precinct,102 - Hadensville,700,265,0,965,0
Precinct,201 - Three Square,172,99,0,271,0
Precinct,202 - Sandy Hook,632,322,2,956,0
Precinct,301 - Goochland Court House 1,457,171,0,628,0
Precinct,302 - Goochland Court House 2,216,67,0,283,0
Precinct,401 - Shallow Well,777,305,0,1082,0
Precinct,402 - Centerville,772,300,1,1073,0
Precinct,501 - Manakin,947,353,1,1301,0
Precinct,502 - Blair,594,291,2,887,0
Precinct,Ab - Central Absentee Precinct,339,597,0,936,0
Precinct,Provisional,5,4,0,9,0
Locality,Grayson County,5075,1116,6,6197,0
Precinct,##ev - Central Absentee Precinct,664,242,0,906,0
Precinct,##pe - Central Absentee Precinct,2,1,0,3,0
Precinct,101 - Bridle Creek,182,46,0,228,0
Precinct,102 - Flatridge,103,17,0,120,0
Precinct,103 - Grant,197,41,0,238,0
Precinct,104 - Mouth Of Wilson,109,24,0,133,0
Precinct,105 - Mount Rogers,141,26,0,167,0
Precinct,106 - Rugby,155,30,0,185,0
Precinct,107 - Troutdale,94,11,0,105,0
Precinct,108 - Comers Rock,130,29,0,159,0
Precinct,202 - Elk Creek,305,48,0,353,0
Precinct,203 - Independence,704,125,1,830,0
Precinct,301 - Baywood,485,44,0,529,0
Precinct,302 - Fairview,594,76,1,671,0
Precinct,401 - Fries,238,62,2,302,0
Precinct,402 - Providence,583,64,1,648,0
Precinct,403 - Oldtown,230,31,1,262,0
Precinct,Ab - Central Absentee Precinct,158,198,0,356,0
Precinct,Provisional,1,1,0,2,0
Locality,Greene County,5848,2935,5,8788,0
Precinct,##ev - Central Absentee Precinct,1802,1038,3,2843,0
Precinct,##pe - Central Absentee Precinct,8,21,0,29,0
Precinct,101 - Dyke,507,133,0,640,0
Precinct,102 - Swift Run,588,175,0,763,0
Precinct,201 - Ruckersville,974,443,1,1418,0
Precinct,301 - Stanardsville,849,244,0,1093,0
Precinct,401 - Midway,965,430,1,1396,0
Precinct,Ab - Central Absentee Precinct,153,450,0,603,0
Precinct,Provisional,2,1,0,3,0
Locality,Greensville County,1679,1929,1,3609,0
Precinct,##ev - Central Absentee Precinct,370,406,0,776,0
Precinct,##pe - Central Absentee Precinct,0,1,0,1,0
Precinct,101 - Precinct 1-a,135,165,1,301,0
Precinct,102 - Precinct 1-b,94,35,0,129,0
Precinct,103 - Precinct 1-c,35,143,0,178,0
Precinct,201 - Precinct 2-a,90,203,0,293,0
Precinct,202 - Precinct 2-b,277,117,0,394,0
Precinct,302 - Precinct 3-a,223,333,0,556,0
Precinct,401 - Precinct 4-a,154,52,0,206,0
Precinct,402 - Precinct 4-b,140,187,0,327,0
Precinct,403 - Precinct 4-c,102,51,0,153,0
Precinct,AB - Central Absentee Precinct,59,236,0,295,0
Precinct,Provisional,0,0,0,0,0
Locality,Halifax County,8606,4831,9,13446,0
Precinct,##ev - Central Absentee Precinct,1887,1444,2,3333,0
Precinct,##pe - Central Absentee Precinct,6,13,0,19,0
Precinct,101 - Childrey,374,154,1,529,0
Precinct,102 - Liberty,192,65,0,257,0
Precinct,103 - Republican Grove,343,163,1,507,0
Precinct,201 - Clays Mill,281,85,0,366,0
Precinct,202 - Crossroads,270,83,0,353,0
Precinct,203 - Clover,297,186,0,483,0
Precinct,302 - Meadville,78,122,0,200,0
Precinct,304 - Vernon Hill,302,97,2,401,0
Precinct,305 - Sinai,210,232,1,443,0
Precinct,401 - Courthouse,300,179,0,479,0
Precinct,403 - Center,367,143,0,510,0
Precinct,502 - Dan River,433,181,0,614,0
Precinct,503 - Scottsburg,419,72,0,491,0
Precinct,601 - Black Walnut,350,114,0,464,0
Precinct,603 - Mt Carmel,466,239,0,705,0
Precinct,605 - Union,188,52,0,240,0
Precinct,701 - Hyco,581,152,1,734,0
Precinct,702 - Midway,475,65,0,540,0
Precinct,703 - Virgilina,325,33,0,358,0
Precinct,801 - South Boston,227,405,1,633,0
Precinct,Ab - Central Absentee Precinct,235,546,0,781,0
Precinct,Provisional,0,6,0,6,0
Locality,Hampton City,14596,30236,44,44876,0
Precinct,##ev - Central Absentee Precinct (CD 2),1089,1672,1,2762,0
Precinct,##ev - Central Absentee Precinct (CD 3),1797,7257,7,9061,0
Precinct,##pe - Central Absentee Precinct (CD 2),14,24,0,38,0
Precinct,##pe - Central Absentee Precinct (CD 3),27,134,0,161,0
Precinct,101 - Aberdeen (CD 3),146,672,0,818,0
Precinct,102 - Bassette (CD 3),83,758,1,842,0
Precinct,103 - City Hall (CD 3),101,347,0,448,0
Precinct,104 - Cooper (CD 3),209,888,0,1097,0
Precinct,105 - East Hampton (CD 3),152,303,2,457,0
Precinct,106 - Armstrong (CD 3),376,583,2,961,0
Precinct,107 - Lindsay (CD 3),180,679,1,860,0
Precinct,108 - Thomas (CD 3),156,726,1,883,0
Precinct,109 - Phenix (CD 3),125,876,0,1001,0
Precinct,110 - Phoebus (CD 2),132,184,1,317,0
Precinct,111 - Hampton Library (CD 3),196,213,0,409,0
Precinct,112 - Smith (CD 3),427,735,0,1162,0
Precinct,115 - Wythe (CD 3),351,332,0,683,0
Precinct,116 - Jones (CD 3),127,340,2,469,0
Precinct,117 - Kecoughtan (CD 3),252,550,1,803,0
Precinct,118 - Mallory (CD 3),132,904,4,1040,0
Precinct,201 - Booker (CD 2),749,528,0,1277,0
Precinct,202 - Bryan (CD 2),584,609,0,1193,0
Precinct,203 - Burbank (CD 2),390,441,0,831,0
Precinct,204 - Forrest (CD 3),354,538,1,893,0
Precinct,205 - Asbury (CD 2),1324,612,1,1937,0
Precinct,208 - Kraft (CD 3),763,814,2,1579,0
Precinct,209 - Langley (CD 2),540,483,3,1026,0
Precinct,210 - Machen (CD 3),421,975,2,1398,0
Precinct,212 - Bethel (CD 3),493,1009,1,1503,0
Precinct,213 - Phillips (CD 2),954,733,2,1689,0
Precinct,214 - Tucker Capps (CD 3),557,710,0,1267,0
Precinct,215 - Tyler (CD 3),55,178,0,233,0
Precinct,215 - Tyler (CD 2),8,19,0,27,0
Precinct,216 - Sandy Bottom (CD 3),320,455,0,775,0
Precinct,217 - Syms (CD 3),330,239,0,569,0
Precinct,Ab - Central Absentee Precinct (CD 2),209,682,4,895,0
Precinct,Ab - Central Absentee Precinct (CD 3),450,2933,5,3388,0
Precinct,Provisional (CD 2),9,20,0,29,0
Precinct,Provisional (CD 3),14,81,0,95,0
Locality,Hanover County,39931,18920,44,58895,0
Precinct,##ev - Central Absentee Precinct,11240,5065,10,16315,0
Precinct,##pe - Central Absentee Precinct,63,80,0,143,0
Precinct,101 - Ashland,429,383,2,814,0
Precinct,104 - Sliding Hill,576,366,1,943,0
Precinct,105 - Berkley,380,348,2,730,0
Precinct,106 - Kersey Creek,403,163,1,567,0
Precinct,107 - Chickahominy,472,295,0,767,0
Precinct,201 - Beaverdam,1229,241,0,1470,0
Precinct,202 - Blunts,521,224,1,746,0
Precinct,203 - Wilmington Parish,798,254,1,1053,0
Precinct,206 - Courthouse,484,283,0,767,0
Precinct,208 - Oak Knoll,609,194,1,804,0
Precinct,209 - West Hanover,255,79,0,334,0
Precinct,210 - Oak Hill,246,83,0,329,0
Precinct,301 - Clay,721,264,0,985,0
Precinct,303 - Shady Grove,807,348,1,1156,0
Precinct,304 - Atlee,1596,969,1,2566,0
Precinct,305 - Cool Spring,810,361,0,1171,0
Precinct,401 - Battlefield,1009,229,1,1239,0
Precinct,403 - Cold Harbor,1179,423,2,1604,0
Precinct,404 - Black Creek,1329,221,0,1550,0
Precinct,405 - Pebble Creek,586,272,0,858,0
Precinct,406 - Beaverdam Creek,233,98,0,331,0
Precinct,502 - Rural Point,854,341,2,1197,0
Precinct,503 - Newman,644,303,2,949,0
Precinct,504 - Studley,777,157,3,937,0
Precinct,505 - Totopotomoy,567,111,1,679,0
Precinct,506 - Georgetown,623,226,1,850,0
Precinct,507 - Laurel Meadow,795,280,0,1075,0
Precinct,601 - Village,1241,508,2,1751,0
Precinct,602 - Lee Davis,1006,360,1,1367,0
Precinct,603 - Mechanicsville,591,306,0,897,0
Precinct,604 - Hanover Grove,593,221,2,816,0
Precinct,701 - Farrington,853,248,0,1101,0
Precinct,702 - Montpelier,805,337,0,1142,0
Precinct,703 - Rockville,991,323,0,1314,0
Precinct,704 - Elmont,906,417,0,1323,0
Precinct,705 - South Anna,580,170,0,750,0
Precinct,Ab Central Absentee Precinct,2099,3329,6,5434,0
Precinct,Provisional,31,40,0,71,0
Locality,Harrisonburg City,4296,6942,14,11252,0
Precinct,##ev - Central Absentee Precinct,1481,2622,4,4107,0
Precinct,##pe - Central Absentee Precinct,7,56,0,63,0
Precinct,101 - Northeast,377,614,2,993,0
Precinct,102 - East Central,169,315,1,485,0
Precinct,103 - Southeast,394,587,0,981,0
Precinct,104 - East,405,445,0,850,0
Precinct,105 - South East Central,66,207,0,273,0
Precinct,201 - Northwest,433,516,3,952,0
Precinct,202 - Southwest,426,574,2,1002,0
Precinct,203 - West,421,509,1,931,0
Precinct,Ab - Central Absentee Precinct,114,484,1,599,0
Precinct,Provisional,3,13,0,16,0
Locality,Henrico County,55821,82377,138,138336,0
Precinct,##ev - Central Absentee Precinct (CD 4),1922,7625,11,9558,0
Precinct,##ev - Central Absentee Precinct (CD 7),9712,13100,8,22820,0
Precinct,##pe - Central Absentee Precinct (CD 4),46,368,2,416,0
Precinct,##pe - Central Absentee Precinct (CD 7),572,1384,7,1963,0
Precinct,101 - Coalpit (CD 7),961,742,1,1704,0
Precinct,102 - Dumbarton (CD 7),328,671,0,999,0
Precinct,103 - Glen Allen (CD 7),1141,660,3,1804,0
Precinct,105 - Greendale (CD 7),555,731,1,1287,0
Precinct,106 - Hermitage (CD 7),618,653,2,1273,0
Precinct,108 - Hungary Creek (CD 7),785,674,3,1462,0
Precinct,109 - Hunton (CD 7),355,187,0,542,0
Precinct,110 - Johnson (CD 7),531,877,3,1411,0
Precinct,111 - Lakeside (CD 7),778,900,4,1682,0
Precinct,112 - Longan (CD 7),623,526,0,1149,0
Precinct,113 - Maude Trevvett (CD 7),302,266,0,568,0
Precinct,114 - Monument Hills (CD 7),294,320,0,614,0
Precinct,115 - Staples Mill (CD 7),830,640,0,1470,0
Precinct,117 - Westwood (CD 7),396,506,1,903,0
Precinct,201 - Adams (CD 4),64,658,1,723,0
Precinct,202 - Azalea (CD 7),118,937,3,1058,0
Precinct,203 - Belmont (CD 7),415,767,0,1182,0
Precinct,204 - Brookland (CD 7),172,184,1,357,0
Precinct,205 - Canterbury (CD 7),206,235,0,441,0
Precinct,206 - Central Gardens (CD 4),47,802,0,849,0
Precinct,207 - Chamberlayne (CD 7),309,806,2,1117,0
Precinct,208 - Fairfield (CD 4),53,621,1,675,0
Precinct,209 - Glen Lea (CD 4),122,560,3,685,0
Precinct,210 - Greenwood (CD 7),160,445,0,605,0
Precinct,211 - Highland Gardens (CD 4),19,324,1,344,0
Precinct,212 - Hollybrook (CD 7),128,269,0,397,0
Precinct,213 - Hungary (CD 7),179,465,0,644,0
Precinct,214 - Longdale (CD 7),295,509,0,804,0
Precinct,215 - Maplewood (CD 4),63,1021,2,1086,0
Precinct,216 - Moody (CD 7),237,254,0,491,0
Precinct,217 - Mountain (CD 7),166,208,0,374,0
Precinct,218 - Oakview (CD 7),34,25,0,59,0
Precinct,219 - Randolph (CD 7),36,132,0,168,0
Precinct,220 - Ratcliffe (CD 4),86,1093,0,1179,0
Precinct,221 - Stratford Hall (CD 7),76,99,0,175,0
Precinct,222 - Wilder (CD 7),177,663,1,841,0
Precinct,223 - Yellow Tavern (CD 7),584,738,2,1324,0
Precinct,224 - Essex Village (CD 4),10,203,1,214,0
Precinct,301 - Causeway (CD 7),577,560,1,1138,0
Precinct,302 - Cedarfield (CD 7),734,463,0,1197,0
Precinct,303 - Innsbrook (CD 7),678,681,1,1360,0
Precinct,304 - Jackson Davis (CD 7),450,349,1,800,0
Precinct,305 - Nuckols Farm (CD 7),975,767,2,1744,0
Precinct,306 - Pocahontas (CD 7),579,666,2,1247,0
Precinct,307 - Ridge (CD 7),391,377,0,768,0
Precinct,308 - Rivers Edge (CD 7),876,751,1,1628,0
Precinct,309 - Sadler (CD 7),761,772,1,1534,0
Precinct,310 - Shady Grove (CD 7),1031,757,2,1790,0
Precinct,311 - Short Pump (CD 7),493,434,0,927,0
Precinct,312 - Springfield (CD 7),400,460,0,860,0
Precinct,313 - Stoney Run (CD 7),979,804,2,1785,0
Precinct,314 - Three Chopt (CD 7),678,625,1,1304,0
Precinct,315 - Tucker (CD 7),384,770,1,1155,0
Precinct,316 - Colonial Trail (CD 7),447,552,0,999,0
Precinct,401 - Quioccasin (CD 7),615,712,3,1330,0
Precinct,402 - Crestview (CD 7),494,681,2,1177,0
Precinct,403 - Derbyshire (CD 7),642,501,2,1145,0
Precinct,404 - Freeman (CD 7),473,461,1,935,0
Precinct,405 - Gayton (CD 7),856,588,1,1445,0
Precinct,406 - Godwin (CD 7),581,569,1,1151,0
Precinct,407 - Lakewood (CD 7),538,364,0,902,0
Precinct,408 - Lauderdale (CD 7),566,551,1,1118,0
Precinct,409 - Maybeury (CD 7),677,551,0,1228,0
Precinct,410 - Mooreland (CD 7),584,327,0,911,0
Precinct,411 - Pemberton (CD 7),475,517,1,993,0
Precinct,412 - Pinchbeck (CD 7),647,675,1,1323,0
Precinct,413 - Ridgefield (CD 7),890,708,0,1598,0
Precinct,414 - Rollingwood (CD 7),569,574,1,1144,0
Precinct,415 - Skipwith (CD 7),308,366,0,674,0
Precinct,416 - Spottswood (CD 7),326,345,1,672,0
Precinct,417 - Tuckahoe (CD 7),1007,548,1,1556,0
Precinct,418 - Welborne (CD 7),452,485,0,937,0
Precinct,419 - West End (CD 7),737,581,3,1321,0
Precinct,501 - Antioch (CD 4),866,259,1,1126,0
Precinct,502 - Cedar Fork (CD 4),83,413,3,499,0
Precinct,503 - Chickahominy (CD 4),576,438,0,1014,0
Precinct,504 - Donahoe (CD 4),261,434,2,697,0
Precinct,505 - Dorey (CD 4),579,685,0,1264,0
Precinct,506 - Eanes (CD 4),310,721,3,1034,0
Precinct,507 - Elko (CD 4),353,66,0,419,0
Precinct,508 - Highland Springs (CD 4),146,527,4,677,0
Precinct,509 - Laburnum (CD 4),169,427,2,598,0
Precinct,510 - Mehfoud (CD 4),287,605,0,892,0
Precinct,511 - Montrose (CD 4),174,1007,2,1183,0
Precinct,512 - Nine Mile (CD 4),198,309,1,508,0
Precinct,513 - Pleasants (CD 4),132,920,0,1052,0
Precinct,514 - Rolfe (CD 4),132,1103,1,1236,0
Precinct,515 - Sandston (CD 4),685,318,0,1003,0
Precinct,516 - Sullivans (CD 4),309,835,1,1145,0
Precinct,517 - Town Hall (CD 4),311,180,0,491,0
Precinct,518 - Whitlocks (CD 4),751,396,1,1148,0
Precinct,AB - Central Absentee Precinct (CD 4),374,2430,6,2810,0
Precinct,Ab - Central Absentee Precinct (CD 7),2650,7309,13,9972,0
Precinct,Provisional (CD 4),16,74,0,90,0
Precinct,Provisional (CD 7),84,181,0,265,0
Locality,Henry County,12675,5718,11,18404,0
Precinct,##ev - Central Absentee Precinct (CD 5),713,612,1,1326,0
Precinct,##ev - Central Absentee Precinct (CD 9),1864,984,0,2848,0
Precinct,##pe - Central Absentee Precinct (CD 5),3,12,0,15,0
Precinct,##pe - Central Absentee Precinct (CD 9),17,26,0,43,0
Precinct,101 - Bassett Number Two (CD 9),174,112,0,286,0
Precinct,102 - Gunville (CD 9),565,77,0,642,0
