,,Justin Edward Fairfax,Jill Holtzman Vogel,Write-Ins,Total Votes Cast,Undervotes
Precinct,601 - Precinct 6-1,226,222,0,448,0
Precinct,Ab - Central Absentee Precinct,56,83,0,139,0
Precinct,Provisional,3,1,0,4,0
Locality,Franklin County,4870,12539,12,17421,0
Precinct,102 - Burnt Chimney,313,876,1,1190,0
Precinct,103 - Scruggs,505,1640,2,2147,0
Precinct,201 - Glade Hill,209,703,2,914,0
Precinct,202 - Penhook,225,624,0,849,0
Precinct,203 - Hodgesville,45,109,0,154,0
Precinct,204 - Dudley,174,425,0,599,0
Precinct,301 - Snow Creek,95,369,0,464,0
Precinct,302 - Fork Mountain,77,316,0,393,0
Precinct,303 - Sontag,293,413,1,707,0
Precinct,304 - Dickinson,166,193,0,359,0
Precinct,401 - Henry,120,599,1,720,0
Precinct,402 - Ferrum,122,314,2,438,0
Precinct,403 - Endicott,121,331,0,452,0
Precinct,501 - Waidsboro,136,383,0,519,0
Precinct,502 - Callaway,165,579,0,744,0
Precinct,503 - Bowmans,131,296,0,427,0
Precinct,504 - Gogginsville,163,514,0,677,0
Precinct,601 - Boones Mill,270,723,1,994,0
Precinct,602 - Bonbrook,219,641,0,860,0
Precinct,603 - Coopers Cove,125,541,0,666,0
Precinct,701 - Rocky Mount East,326,612,1,939,0
Precinct,702 - Rocky Mount West,275,401,1,677,0
Precinct,703 - Rocky Mount South,264,372,0,636,0
Precinct,Ab - Central Absentee Precinct,331,561,0,892,0
Precinct,Provisional,0,4,0,4,0
Locality,Frederick County,7794,16430,22,24246,0
Precinct,101 - Russells,202,795,0,997,0
Precinct,102 - Gore,230,759,1,990,0
Precinct,103 - Kernstown,455,902,4,1361,0
Precinct,104 - Cedar Creek,207,512,0,719,0
Precinct,201 - Gainesborough,126,555,1,682,0
Precinct,202 - Albin,306,763,1,1070,0
Precinct,203 - Redland,392,941,1,1334,0
Precinct,204 - Nain,354,845,1,1200,0
Precinct,301 - Clear Brook,153,490,0,643,0
Precinct,302 - Neff's Town,536,745,2,1283,0
Precinct,303 - White Hall,468,1042,0,1510,0
Precinct,401 - Carpers Valley,415,804,0,1219,0
Precinct,402 - Shenandoah,173,394,1,568,0
Precinct,403 - Parkin's Mill,366,721,0,1087,0
Precinct,404 - Armel,383,725,3,1111,0
Precinct,501 - Stephens City,426,806,0,1232,0
Precinct,502 - Newtown,466,906,2,1374,0
Precinct,503 - Canterburg,477,914,0,1391,0
Precinct,601 - Millbrook,259,472,0,731,0
Precinct,602 - Ash Hollow,400,567,1,968,0
Precinct,603 - Greenwood,624,1094,2,1720,0
Precinct,Ab - Central Absentee Precinct,373,671,2,1046,0
Precinct,Provisional,3,7,0,10,0
Locality,Fredericksburg City,4564,2571,8,7143,0
Precinct,101 - Precinct 1 - District One,1003,732,3,1738,0
Precinct,201 - Precinct 1 - District Two,1265,649,2,1916,0
Precinct,301 - Precinct 1 - District Three,875,649,3,1527,0
Precinct,401 - Precinct 1 - District Four,722,194,0,916,0
Precinct,402 - Precinct 2 - District Four,371,153,0,524,0
Precinct,Ab - Central Absentee Precinct,322,193,0,515,0
Precinct,Provisional,6,1,0,7,0
Locality,Galax City,388,951,11,1350,0
Precinct,1 - East,155,385,1,541,0
Precinct,2 - North,116,281,0,397,0
Precinct,3 - South,93,244,10,347,0
Precinct,Ab - Central Absentee Precinct,24,41,0,65,0
Precinct,Provisional,0,0,0,0,0
Locality,Giles County,1499,4237,5,5741,0
Precinct,101 - Glen Lyn,14,50,0,64,0
Precinct,102 - Rich Creek,58,239,0,297,0
Precinct,103 - Narrows,254,793,0,1047,0
Precinct,201 - Pearisburg,325,1108,2,1435,0
Precinct,202 - Staffordsville,53,185,0,238,0
Precinct,203 - White Gate,22,140,1,163,0
Precinct,301 - Eggleston,136,305,0,441,0
Precinct,302 - Pembroke,279,776,2,1057,0
Precinct,303 - Newport,234,397,0,631,0
Precinct,Ab - Central Absentee Precinct,124,243,0,367,0
Precinct,Provisional,0,1,0,1,0
Locality,Gloucester County,4103,8470,5,12578,0
Precinct,101 - Harcum,258,634,0,892,0
Precinct,102 - Salem,221,516,0,737,0
Precinct,103 - Peasley,159,389,1,549,0
Precinct,201 - Courthouse,399,668,2,1069,0
Precinct,202 - Botetourt,466,929,1,1396,0
Precinct,301 - White Marsh,337,703,0,1040,0
Precinct,302 - Roanes,426,909,0,1335,0
Precinct,401 - Hayes,430,804,0,1234,0
Precinct,402 - Sarahs Creek,404,691,0,1095,0
Precinct,501 - Achilles,408,1139,0,1547,0
Precinct,502 - Walker,341,710,1,1052,0
Precinct,Ab - Central Absentee Precinct,250,377,0,627,0
Precinct,Provisional,4,1,0,5,0
Locality,Goochland County,3791,6708,8,10507,0
Precinct,101 - Fife,255,379,3,637,0
Precinct,102 - Hadensville,377,662,1,1040,0
Precinct,201 - Three Square,164,153,0,317,0
Precinct,202 - Sandy Hook,603,781,0,1384,0
Precinct,301 - Goochland Court House 1,365,594,2,961,0
Precinct,302 - Goochland Court House 2,140,276,0,416,0
Precinct,401 - Shallow Well,379,554,0,933,0
Precinct,402 - Centerville,426,1139,1,1566,0
Precinct,501 - Manakin,497,1085,1,1583,0
Precinct,502 - Blair Road,291,687,0,978,0
Precinct,Ab - Central Absentee Precinct,294,398,0,692,0
Precinct,Provisional,0,0,0,0,0
Locality,Grayson County,993,3491,2,4486,0
Precinct,101 - Bridle Creek,55,148,0,203,0
Precinct,102 - Flatridge,24,100,0,124,0
Precinct,103 - Grant,57,146,0,203,0
Precinct,104 - Mouth Of Wilson,51,93,0,144,0
Precinct,105 - Mount Rogers,24,121,0,145,0
Precinct,106 - Rugby,29,117,0,146,0
Precinct,107 - Troutdale,9,85,0,94,0
Precinct,108 - Comers Rock,37,117,0,154,0
Precinct,202 - Elk Creek,76,228,0,304,0
Precinct,203 - Independence,193,604,0,797,0
Precinct,301 - Baywood,78,359,0,437,0
Precinct,302 - Fairview,89,452,1,542,0
Precinct,401 - Fries,65,160,0,225,0
Precinct,402 - Providence,86,410,0,496,0
Precinct,403 - Oldtown,52,161,1,214,0
Precinct,Ab - Central Absentee Precinct,68,188,0,256,0
Precinct,Provisional,0,2,0,2,0
Locality,Greene County,2137,4100,3,6240,0
Precinct,101 - Dyke,190,397,1,588,0
Precinct,102 - Swift Run,241,484,1,726,0
Precinct,201 - Ruckersville,468,921,1,1390,0
Precinct,301 - Stanardsville,443,920,0,1363,0
Precinct,401 - Midway,630,1076,0,1706,0
Precinct,Ab - Central Absentee Precinct,164,301,0,465,0
Precinct,Provisional,1,1,0,2,0
Locality,Greensville County,1638,1229,2,2869,0
Precinct,101 - Precinct 1-a,184,102,0,286,0
Precinct,102 - Precinct 1-b,48,75,0,123,0
Precinct,103 - Precinct 1-c,152,37,1,190,0
Precinct,201 - Precinct 2-a,262,104,0,366,0
Precinct,202 - Precinct 2-b,179,268,0,447,0
Precinct,302 - Precinct 3-a,486,269,1,756,0
Precinct,401 - Precinct 4-a,63,143,0,206,0
Precinct,402 - Precinct 4-b,207,136,0,343,0
Precinct,403 - Precinct 4-c,57,94,0,151,0
Precinct,Provisional,0,1,0,1,0
Locality,Halifax County,3933,6364,6,10303,0
Precinct,101 - Childrey,209,264,0,473,0
Precinct,102 - Liberty,88,162,0,250,0
Precinct,103 - Republican Grove,209,275,0,484,0
Precinct,201 - Clays Mill,94,270,0,364,0
Precinct,202 - Crossroads,110,228,0,338,0
Precinct,203 - Clover,233,276,0,509,0
Precinct,302 - Meadville,141,64,0,205,0
Precinct,304 - Vernon Hill,120,262,0,382,0
Precinct,305 - Sinai,369,268,0,637,0
Precinct,401 - Courthouse,293,340,0,633,0
Precinct,403 - Center,163,464,0,627,0
Precinct,502 - Dan River,241,587,0,828,0
Precinct,503 - Scottsburg,77,337,0,414,0
Precinct,601 - Black Walnut,155,334,1,490,0
Precinct,603 - Mt Carmel,317,425,0,742,0
Precinct,605 - Union,71,150,0,221,0
Precinct,701 - Hyco,175,464,0,639,0
Precinct,702 - Midway,62,383,3,448,0
Precinct,703 - Virgilina,68,240,0,308,0
Precinct,801 - South Boston,556,269,2,827,0
Precinct,Ab - Central Absentee Precinct,182,300,0,482,0
Precinct,Provisional,0,2,0,2,0
Locality,Hampton City,28488,11656,71,40215,0
Precinct,101 - Aberdeen (CD 3),1027,156,1,1184,0
Precinct,102 - Bassette (CD 3),1252,67,1,1320,0
Precinct,103 - City Hall (CD 3),621,101,0,722,0
Precinct,104 - Cooper (CD 3),1471,210,1,1682,0
Precinct,105 - East Hampton (CD 3),715,198,1,914,0
Precinct,106 - Armstrong (CD 3),917,469,1,1387,0
Precinct,107 - Lindsay (CD 3),1092,198,0,1290,0
Precinct,108 - Thomas (CD 3),1352,167,1,1520,0
Precinct,109 - Phenix (CD 3),1435,91,20,1546,0
Precinct,110 - Phoebus (CD 2),211,141,0,352,0
Precinct,111 - Hampton Library (CD 3),302,241,1,544,0
Precinct,112 - Smith (CD 3),1288,404,3,1695,0
Precinct,115 - Wythe (CD 3),455,363,5,823,0
Precinct,116 - Jones (CD 3),508,133,0,641,0
Precinct,117 - Kecoughtan (CD 3),744,212,1,957,0
Precinct,118 - Mallory (CD 3),1522,149,1,1672,0
Precinct,201 - Booker (CD 2),763,750,1,1514,0
Precinct,202 - Bryan (CD 2),806,627,1,1434,0
Precinct,203 - Burbank (CD 2),625,385,5,1015,0
Precinct,204 - Forrest (CD 3),816,371,16,1203,0
Precinct,205 - Asbury (CD 2),827,1258,1,2086,0
Precinct,208 - Kraft (CD 3),1314,772,2,2088,0
Precinct,209 - Langley (CD 2),712,498,0,1210,0
Precinct,210 - Machen (CD 3),1579,417,2,1998,0
Precinct,212 - Bethel (CD 3),1721,512,0,2233,0
Precinct,213 - Phillips (CD 2),1045,1000,3,2048,0
Precinct,214 - Tucker Capps (CD 3),996,571,0,1567,0
Precinct,215 - Tyler (CD 3),264,72,0,336,0
Precinct,215 - Tyler (CD 2),18,8,0,26,0
Precinct,216 - Sandy Bottom (CD 3),694,297,1,992,0
Precinct,217 - Syms (CD 3),367,363,0,730,0
Precinct,Ab - Central Absentee Precinct (CD 2),203,185,0,388,0
Precinct,Ab - Central Absentee Precinct (CD 3),794,260,2,1056,0
Precinct,Provisional (CD 2),3,2,0,5,0
Precinct,Provisional (CD 3),29,8,0,37,0
Locality,Hanover County,14236,28726,58,43020,0
Precinct,101 - Ashland,565,468,1,1034,0
Precinct,104 - Sliding Hill,508,657,1,1166,0
Precinct,105 - Berkley,570,347,0,917,0
Precinct,106 - Kersey Creek,257,459,2,718,0
Precinct,107 - Chickahominy,395,587,1,983,0
Precinct,201 - Beaverdam,352,1058,3,1413,0
Precinct,202 - Blunts,290,489,0,779,0
Precinct,203 - Wilmington Parish,353,820,1,1174,0
Precinct,206 - Courthouse,422,522,2,946,0
Precinct,208 - Oak Knoll,310,688,4,1002,0
Precinct,209 - West Hanover,86,199,0,285,0
Precinct,210 - Oak Hill,112,299,1,412,0
Precinct,301 - Clay,408,997,0,1405,0
Precinct,303 - Shady Grove,400,881,3,1284,0
Precinct,304 - Atlee,1065,1705,4,2774,0
Precinct,305 - Cool Spring,499,862,3,1364,0
Precinct,401 - Battlefield,272,1165,2,1439,0
Precinct,403 - Cold Harbor,479,1158,3,1640,0
Precinct,404 - Black Creek,288,1292,0,1580,0
Precinct,405 - Pebble Creek,296,552,2,850,0
Precinct,406 - Beaverdam Creek,81,187,0,268,0
Precinct,502 - Rural Point,452,936,1,1389,0
Precinct,503 - Newman,370,674,2,1046,0
Precinct,504 - Studley,188,728,1,917,0
Precinct,505 - Totopotomoy,157,550,1,708,0
Precinct,506 - Georgetown,324,775,0,1099,0
Precinct,507 - Laurel Meadow,338,854,1,1193,0
Precinct,601 - Village,576,1397,4,1977,0
Precinct,602 - Lee Davis,423,1002,2,1427,0
Precinct,603 - Mechanicsville,357,492,0,849,0
Precinct,604 - Hanover Grove,276,694,1,971,0
Precinct,701 - Farrington,379,915,1,1295,0
Precinct,702 - Montpelier,445,724,0,1169,0
Precinct,703 - Rockville,405,900,1,1306,0
Precinct,704 - Elmont,500,883,3,1386,0
Precinct,705 - South Anna,241,505,2,748,0
Precinct,Ab - Central Absentee Precinct,783,1291,5,2079,0
Precinct,Provisional,14,14,0,28,0
Locality,Harrisonburg City,6431,3772,17,10220,0
Precinct,101 - Northeast,907,474,4,1385,0
Precinct,102 - East Central,540,222,4,766,0
Precinct,103 - Southeast,824,434,2,1260,0
Precinct,104 - East,706,526,0,1232,0
Precinct,105 - South East Central,516,241,2,759,0
Precinct,201 - Northwest,817,578,1,1396,0
Precinct,202 - Southwest,916,553,1,1470,0
Precinct,203 - West,881,494,2,1377,0
Precinct,Ab - Central Absentee Precinct,323,249,1,573,0
Precinct,Provisional,1,1,0,2,0
Locality,Henrico County,68691,45816,146,114653,0
Precinct,101 - Coalpit (CD 7),1029,891,5,1925,0
Precinct,102 - Dumbarton (CD 7),1097,366,4,1467,0
Precinct,103 - Glen Allen (CD 7),1051,1149,2,2202,0
Precinct,104 - Glenside (CD 7),787,204,2,993,0
Precinct,105 - Greendale (CD 7),923,630,5,1558,0
Precinct,106 - Hermitage (CD 7),854,587,4,1445,0
Precinct,108 - Hungary Creek (CD 7),1092,1099,5,2196,0
Precinct,109 - Hunton (CD 7),222,369,1,592,0
Precinct,110 - Johnson (CD 7),292,209,0,501,0
Precinct,111 - Lakeside (CD 7),1150,818,2,1970,0
Precinct,112 - Longan (CD 7),678,678,2,1358,0
Precinct,113 - Maude Trevvett (CD 7),330,328,0,658,0
Precinct,114 - Monument Hills (CD 7),319,322,0,641,0
Precinct,115 - Staples Mill (CD 7),1010,1157,3,2170,0
Precinct,117 - Westwood (CD 7),684,492,2,1178,0
Precinct,201 - Adams (CD 4),1047,42,2,1091,0
Precinct,202 - Azalea (CD 7),1296,96,2,1394,0
Precinct,203 - Belmont (CD 7),850,359,0,1209,0
Precinct,204 - Brookland (CD 7),192,134,0,326,0
Precinct,205 - Canterbury (CD 7),194,321,0,515,0
Precinct,206 - Central Gardens (CD 4),1323,39,0,1362,0
Precinct,207 - Chamberlayne (CD 7),1184,366,2,1552,0
Precinct,208 - Fairfield (CD 4),1086,42,0,1128,0
Precinct,209 - Glen Lea (CD 4),785,120,2,907,0
Precinct,210 - Greenwood (CD 7),692,147,1,840,0
Precinct,211 - Highland Gardens (CD 4),478,31,2,511,0
Precinct,212 - Hollybrook (CD 7),334,127,0,461,0
Precinct,213 - Hungary (CD 7),709,138,0,847,0
Precinct,214 - Longdale (CD 7),550,258,0,808,0
Precinct,215 - Maplewood (CD 4),1482,49,0,1531,0
Precinct,216 - Moody (CD 7),303,265,0,568,0
Precinct,217 - Mountain (CD 7),251,160,1,412,0
Precinct,218 - Oakview (CD 7),36,46,0,82,0
Precinct,219 - Randolph (CD 7),175,31,0,206,0
Precinct,220 - Ratcliffe (CD 4),1580,102,0,1682,0
Precinct,221 - Stratford Hall (CD 7),120,69,0,189,0
Precinct,222 - Wilder (CD 7),1000,196,2,1198,0
Precinct,223 - Yellow Tavern (CD 7),988,649,0,1637,0
Precinct,224 - Essex Village (CD 4),306,4,1,311,0
Precinct,301 - Causeway (CD 7),543,549,0,1092,0
Precinct,302 - Cedarfield (CD 7),645,833,1,1479,0
Precinct,303 - Innsbrook (CD 7),850,694,4,1548,0
Precinct,304 - Jackson Davis (CD 7),400,483,2,885,0
Precinct,305 - Nuckols Farm (CD 7),795,1011,6,1812,0
Precinct,306 - Pocahontas (CD 7),739,641,3,1383,0
Precinct,307 - Ridge (CD 7),387,445,0,832,0
Precinct,308 - Rivers Edge (CD 7),727,905,2,1634,0
Precinct,309 - Sadler (CD 7),796,768,1,1565,0
Precinct,310 - Shady Grove (CD 7),751,1017,2,1770,0
Precinct,311 - Short Pump (CD 7),1074,921,4,1999,0
Precinct,312 - Springfield (CD 7),565,397,1,963,0
Precinct,313 - Stoney Run (CD 7),1075,1058,4,2137,0
Precinct,314 - Three Chopt (CD 7),747,747,2,1496,0
Precinct,315 - Tucker (CD 7),1005,366,1,1372,0
Precinct,401 - Quioccasin (CD 7),856,721,1,1578,0
Precinct,402 - Crestview (CD 7),708,447,0,1155,0
Precinct,403 - Derbyshire (CD 7),496,744,2,1242,0
Precinct,404 - Freeman (CD 7),522,507,3,1032,0
Precinct,405 - Gayton (CD 7),797,1138,2,1937,0
Precinct,406 - Godwin (CD 7),744,674,1,1419,0
Precinct,407 - Lakewood (CD 7),482,606,2,1090,0
Precinct,408 - Lauderdale (CD 7),677,595,3,1275,0
Precinct,409 - Maybeury (CD 7),719,781,0,1500,0
Precinct,410 - Mooreland (CD 7),334,674,0,1008,0
Precinct,411 - Pemberton (CD 7),635,529,0,1164,0
Precinct,412 - Pinchbeck (CD 7),838,754,3,1595,0
Precinct,413 - Ridgefield (CD 7),833,885,2,1720,0
Precinct,414 - Rollingwood (CD 7),601,624,4,1229,0
Precinct,415 - Skipwith (CD 7),446,329,2,777,0
Precinct,416 - Spottswood (CD 7),326,342,1,669,0
Precinct,417 - Tuckahoe (CD 7),824,1402,1,2227,0
Precinct,418 - Welborne (CD 7),553,415,1,969,0
Precinct,419 - West End (CD 7),684,719,0,1403,0
Precinct,501 - Antioch (CD 4),268,791,2,1061,0
Precinct,502 - Cedar Fork (CD 4),518,94,0,612,0
Precinct,503 - Chickahominy (CD 4),507,628,1,1136,0
Precinct,504 - Donahoe (CD 4),561,245,1,807,0
Precinct,505 - Dorey (CD 4),721,641,0,1362,0
Precinct,506 - Eanes (CD 4),810,251,1,1062,0
Precinct,507 - Elko (CD 4),73,332,0,405,0
Precinct,508 - Highland Springs (CD 4),771,157,1,929,0
Precinct,509 - Laburnum (CD 4),675,238,1,914,0
Precinct,510 - Mehfoud (CD 4),827,285,0,1112,0
Precinct,511 - Montrose (CD 4),1733,232,1,1966,0
Precinct,512 - Nine Mile (CD 4),316,196,0,512,0
Precinct,513 - Pleasants (CD 4),1232,139,0,1371,0
Precinct,514 - Rolfe (CD 4),2348,233,2,2583,0
Precinct,515 - Sandston (CD 4),329,614,1,944,0
Precinct,516 - Sullivans (CD 4),735,341,1,1077,0
Precinct,517 - Town Hall (CD 4),265,329,1,595,0
Precinct,518 - Whitlocks (CD 4),517,644,1,1162,0
Precinct,AB - Central Absentee Precinct (CD 4),1067,330,3,1400,0
Precinct,Ab - Central Absentee Precinct (CD 7),2690,2254,16,4960,0
Precinct,Provisional (CD 4),18,2,0,20,0
Precinct,Provisional (CD 7),57,29,0,86,0
Locality,Henry County,4706,9244,15,13965,0
Precinct,101 - Bassett Number Two (CD 9),140,150,0,290,0
Precinct,102 - Gunville (CD 9),92,427,0,519,0
Precinct,103 - Scott's Tanyard (CD 9),189,756,2,947,0
Precinct,201 - Fieldale (CD 9),122,217,0,339,0
Precinct,202 - Horsepasture #1 (CD 9),236,395,0,631,0
Precinct,203 - Horsepasture #2 (CD 9),455,165,0,620,0
Precinct,204 - Spencer (CD 9),194,530,0,724,0
Precinct,302 - Axton (CD 5),241,205,0,446,0
Precinct,303 - Irisburg (CD 5),345,412,0,757,0
Precinct,304 - Mount Olivet (CD 5),496,485,1,982,0
Precinct,304 - Mount Olivet (CD 9),1,0,0,1,0
Precinct,305 - Mountain Valley (CD 5),191,237,0,428,0
Precinct,401 - Collinsville Number 1 (CD 9),99,354,0,453,0
Precinct,402 - Daniels Creek (CD 9),119,305,10,434,0
Precinct,404 - Collinsville Number 2 (CD 9),221,590,0,811,0
Precinct,405 - Mountain View (CD 5),187,277,0,464,0
Precinct,501 - Bassett Number One (CD 9),153,191,0,344,0
Precinct,502 - Figsboro (CD 9),122,408,0,530,0
Precinct,503 - Stanleytown (CD 9),127,664,0,791,0
Precinct,504 - Oak Level (CD 9),75,220,0,295,0
Precinct,505 - Dyers Store (CD 5),6,39,0,45,0
Precinct,505 - Dyers Store (CD 9),105,190,0,295,0
Precinct,601 - Fontaine (CD 9),187,486,1,674,0
Precinct,602 - Hillcrest (CD 9),112,159,0,271,0
Precinct,603 - Ridgeway #1 (CD 5),175,521,0,696,0
Precinct,604 - Ridgeway #2 (CD 9),136,452,0,588,0
Precinct,Ab - Central Absentee Precinct (CD 5),55,115,1,171,0
Precinct,Ab - Central Absentee Precinct (CD 9),124,287,0,411,0
Precinct,Provisional (CD 5),0,2,0,2,0
Precinct,Provisional (CD 9),1,5,0,6,0
Locality,Highland County,312,722,1,1035,0
Precinct,1 - Monterey,123,238,0,361,0
Precinct,3 - Wilsons Mill,23,60,0,83,0
Precinct,5 - Blue Grass,64,121,0,185,0
Precinct,7 - Mill Gap,38,81,0,119,0
Precinct,8 - Mcdowell,49,167,1,217,0
Precinct,10 - Headwaters,15,55,0,70,0
Precinct,Provisional,0,0,0,0,0
Locality,Hopewell City,2645,2766,8,5419,0
Precinct,101 - Ward One,256,329,0,585,0
Precinct,201 - Ward Two,372,74,2,448,0
Precinct,301 - Ward Three,248,732,1,981,0
Precinct,401 - Ward Four,539,582,1,1122,0
Precinct,501 - Ward Five,274,503,0,777,0
Precinct,601 - Ward Six,489,96,2,587,0
Precinct,701 - Ward Seven,347,254,0,601,0
Precinct,Ab - Central Absentee Precinct,118,196,2,316,0
Precinct,Provisional,2,0,0,2,0
Locality,Isle of Wight County,5648,8404,6,14058,0
Precinct,101 - Smithfield,581,1117,1,1699,0
Precinct,102 - Cypress Creek,513,838,0,1351,0
Precinct,201 - Bartlett,624,1068,1,1693,0
Precinct,202 - Carrollton,686,908,1,1595,0
Precinct,301 - Rushmere,674,566,0,1240,0
Precinct,302 - Pons,763,428,1,1192,0
Precinct,401 - Courthouse,134,355,0,489,0
Precinct,402 - Windsor,291,661,0,952,0
Precinct,403 - Longview,388,519,0,907,0
Precinct,501 - Walters,135,413,0,548,0
Precinct,502 - Camps Mill,158,123,0,281,0
Precinct,503 - Carrsville,146,219,0,365,0
Precinct,504 - Zuni,202,484,1,687,0
Precinct,505 - Raynor,95,290,1,386,0
Precinct,Ab - Central Absentee Precinct,256,411,0,667,0
Precinct,Provisional,2,4,0,6,0
Locality,James City County,14928,16710,26,31664,0
Precinct,101 - Berkeley A (CD 1),900,1059,2,1961,0
Precinct,102 - Berkeley B (CD 1),622,616,0,1238,0
Precinct,103 - Berkeley C (CD 1),994,1596,5,2595,0
Precinct,104- Berkeley D (CD 2),316,253,0,569,0
Precinct,201 - Jamestown A (CD 2),363,221,0,584,0
Precinct,202 - Jamestown B (CD 1),1002,654,2,1658,0
Precinct,202 - Jamestown B (CD 2),0,0,0,0,0
Precinct,203 - Jamestown C (CD 1),730,809,2,1541,0
Precinct,204 - Jamestown D (CD 1),941,1289,1,2231,0
Precinct,301 - Powhatan A (CD 1),960,1276,0,2236,0
Precinct,302 - Powhatan B (CD 1),305,240,0,545,0
Precinct,303 - Powhatan C (CD 1),245,505,2,752,0
Precinct,304 - Powhatan D (CD 1),944,680,0,1624,0
Precinct,401 - Stonehouse A (CD 1),768,1056,2,1826,0
Precinct,402 - Stonehouse B (CD 1),1213,1411,4,2628,0
Precinct,403 - Stonehouse C (CD 1),728,1040,3,1771,0
Precinct,501 - Roberts A (CD 2),556,225,0,781,0
Precinct,502 - Roberts B (CD 2),795,1299,1,2095,0
Precinct,503 - Roberts C (CD 2),200,82,0,282,0
Precinct,504 - Roberts D (CD 1),0,0,0,0,0
Precinct,504 - Roberts D (CD 2),963,936,1,1900,0
Precinct,AB - Central Absentee Precinct (CD 2),0,0,0,0,0
Precinct,Ab - Central Absentee Precinct (CD 1),1373,1450,1,2824,0
Precinct,Provisional (CD 1),8,7,0,15,0
Precinct,Provisional (CD 2),2,6,0,8,0
Locality,King and Queen County,1006,1457,2,2465,0
Precinct,101 - Owenton,247,176,0,423,0
Precinct,201 - Clarks,179,314,0,493,0
Precinct,301 - Shacklefords,188,286,0,474,0
Precinct,401 - Courthouse,233,272,2,507,0
Precinct,501 - Oldmill,107,325,0,432,0
Precinct,Ab - Central Absentee Precinct,52,84,0,136,0
Precinct,Provisional,0,0,0,0,0
Locality,King George County,2577,4537,8,7122,0
Precinct,101 - Courthouse,433,811,2,1246,0
Precinct,102 - Passapatanzy,225,360,0,585,0
Precinct,201 - Monroe,574,1157,1,1732,0
Precinct,301 - Dahlgren,633,841,0,1474,0
Precinct,401 - Shiloh,552,1037,5,1594,0
Precinct,Ab - Central Absentee Precinct,157,329,0,486,0
Precinct,Provisional,3,2,0,5,0
Locality,King William County,1936,4001,7,5944,0
Precinct,101 - West Point,374,751,3,1128,0
Precinct,201 - Sweet Hall,136,285,0,421,0
Precinct,202 - Courthouse,314,430,0,744,0
Precinct,301 - Aylett,271,795,3,1069,0
Precinct,401 - Manquin,320,814,0,1134,0
Precinct,501 - Mangohick,448,777,1,1226,0
Precinct,Ab - Central Absentee Precinct,70,143,0,213,0
Precinct,Provisional,3,6,0,9,0
Locality,Lancaster County,1966,2815,4,4785,0
Precinct,101 - Precinct 1-1,332,569,0,901,0
Precinct,201 - Precinct 2-1,368,324,2,694,0
Precinct,301 - Precinct 3-1,213,489,0,702,0
Precinct,302 - Precinct 3-2,115,232,0,347,0
Precinct,401 - Precinct 4-1,417,267,0,684,0
Precinct,501 - Precinct 5-1,340,688,1,1029,0
Precinct,Ab - Central Absentee Precinct,180,245,1,426,0
Precinct,Provisional,1,1,0,2,0
Locality,Lee County,1430,5065,8,6503,0
Precinct,101 - Elydale,81,231,0,312,0
Precinct,102 - Ewing,68,251,0,319,0
Precinct,103 - Rose Hill,125,494,0,619,0
Precinct,201 - Blackwater,37,82,0,119,0
Precinct,202 - Flatwoods,83,422,1,506,0
Precinct,203 - Jonesville,187,595,2,784,0
Precinct,301 - Ben Hur,177,637,2,816,0
Precinct,302 - Woodway,99,412,0,511,0
Precinct,401 - Stickleyville,75,214,0,289,0
Precinct,402 - Jasper,35,148,0,183,0
Precinct,403 - Seminary,42,225,1,268,0
Precinct,404 - Dryden,96,361,1,458,0
Precinct,501 - Saint Charles,89,148,0,237,0
Precinct,502 - Pennington,103,453,0,556,0
Precinct,503 - Robbins Chapel,12,70,0,82,0
Precinct,504 - Keokee,38,85,1,124,0
Precinct,Ab - Central Absentee Precinct,83,236,0,319,0
Precinct,Provisional,0,1,0,1,0
Locality,Lexington City,1102,631,2,1735,0
Precinct,1 - Lexington,987,568,2,1557,0
Precinct,Ab - Central Absentee Precinct,115,63,0,178,0
Precinct,Provisional,0,0,0,0,0
Locality,Loudoun County,67768,49066,89,116923,0
Precinct,107 - Little River,692,515,3,1210,0
Precinct,108 - Mercer,673,450,0,1123,0
Precinct,112 - Freedom,553,305,1,859,0
Precinct,114 - Dulles South,616,355,1,972,0
Precinct,117 - Carter,376,123,1,500,0
Precinct,118 - Moorefield,803,355,2,1160,0
Precinct,119 - Arcola,1281,728,1,2010,0
Precinct,120 - Lunsford,752,458,0,1210,0
Precinct,121 - Town Hall,510,338,0,848,0
Precinct,122 - Hutchison Farm,798,545,2,1345,0
Precinct,123 - Cardinal Ridge,470,350,0,820,0
Precinct,124 - Liberty,508,303,0,811,0
Precinct,125 - Rock Ridge,716,307,0,1023,0
Precinct,207 - River Bend,499,416,0,915,0
Precinct,208 - Algonkian,538,407,1,946,0
Precinct,209 - Potomac Falls,812,453,1,1266,0
Precinct,210 - Cascades,944,537,3,1484,0
Precinct,213 - Countryside,285,202,1,488,0
Precinct,214 - Sugarland North,939,744,1,1684,0
Precinct,215 - Sugarland South,897,483,0,1380,0
Precinct,216 - Lowes Island,749,536,2,1287,0
Precinct,217 - South Bank,923,575,0,1498,0
Precinct,218 - University Center,532,250,0,782,0
Precinct,219 - Galilee Church,675,377,0,1052,0
Precinct,301 - Purcellville,750,865,3,1618,0
Precinct,302 - Round Hill,584,787,3,1374,0
Precinct,303 - Hillsboro,538,727,2,1267,0
