,,Mark Rankin Herring,John Donley Adams,Write-Ins,Total Votes Cast,Undervotes
Precinct,601 - Precinct 6-1,240,208,0,448,0
Precinct,Ab - Central Absentee Precinct,64,76,0,140,0
Precinct,Provisional,3,1,0,4,0
Locality,Franklin County,5230,12179,18,17427,0
Precinct,102 - Burnt Chimney,328,858,1,1187,0
Precinct,103 - Scruggs,562,1582,1,2145,0
Precinct,201 - Glade Hill,229,685,2,916,0
Precinct,202 - Penhook,243,603,0,846,0
Precinct,203 - Hodgesville,56,100,0,156,0
Precinct,204 - Dudley,187,413,0,600,0
Precinct,301 - Snow Creek,109,357,0,466,0
Precinct,302 - Fork Mountain,85,307,0,392,0
Precinct,303 - Sontag,327,377,2,706,0
Precinct,304 - Dickinson,167,189,0,356,0
Precinct,401 - Henry,134,587,2,723,0
Precinct,402 - Ferrum,127,311,1,439,0
Precinct,403 - Endicott,128,324,1,453,0
Precinct,501 - Waidsboro,142,377,1,520,0
Precinct,502 - Callaway,184,566,0,750,0
Precinct,503 - Bowmans,139,290,0,429,0
Precinct,504 - Gogginsville,179,495,1,675,0
Precinct,601 - Boones Mill,288,704,1,993,0
Precinct,602 - Bonbrook,237,625,0,862,0
Precinct,603 - Coopers Cove,139,525,0,664,0
Precinct,701 - Rocky Mount East,346,593,2,941,0
Precinct,702 - Rocky Mount West,299,380,0,679,0
Precinct,703 - Rocky Mount South,274,358,1,633,0
Precinct,Ab - Central Absentee Precinct,321,569,2,892,0
Precinct,Provisional,0,4,0,4,0
Locality,Frederick County,8374,15830,19,24223,0
Precinct,101 - Russells,228,771,1,1000,0
Precinct,102 - Gore,253,737,1,991,0
Precinct,103 - Kernstown,499,862,1,1362,0
Precinct,104 - Cedar Creek,219,497,1,717,0
Precinct,201 - Gainesborough,141,540,1,682,0
Precinct,202 - Albin,333,737,0,1070,0
Precinct,203 - Redland,418,915,0,1333,0
Precinct,204 - Nain,385,815,1,1201,0
Precinct,301 - Clear Brook,171,470,1,642,0
Precinct,302 - Neff's Town,555,727,1,1283,0
Precinct,303 - White Hall,491,1014,1,1506,0
Precinct,401 - Carpers Valley,444,781,0,1225,0
Precinct,402 - Shenandoah,186,379,1,566,0
Precinct,403 - Parkin's Mill,402,682,0,1084,0
Precinct,404 - Armel,401,707,1,1109,0
Precinct,501 - Stephens City,459,771,1,1231,0
Precinct,502 - Newtown,494,871,4,1369,0
Precinct,503 - Canterburg,521,866,0,1387,0
Precinct,601 - Millbrook,277,453,0,730,0
Precinct,602 - Ash Hollow,426,537,0,963,0
Precinct,603 - Greenwood,651,1063,3,1717,0
Precinct,Ab - Central Absentee Precinct,417,628,0,1045,0
Precinct,Provisional,3,7,0,10,0
Locality,Fredericksburg City,4584,2549,8,7141,0
Precinct,101 - Precinct 1 - District One,1004,734,1,1739,0
Precinct,201 - Precinct 1 - District Two,1285,627,6,1918,0
Precinct,301 - Precinct 1 - District Three,877,654,0,1531,0
Precinct,401 - Precinct 1 - District Four,721,198,0,919,0
Precinct,402 - Precinct 2 - District Four,366,158,1,525,0
Precinct,Ab - Central Absentee Precinct,325,177,0,502,0
Precinct,Provisional,6,1,0,7,0
Locality,Galax City,401,933,7,1341,0
Precinct,1 - East,164,372,0,536,0
Precinct,2 - North,124,268,0,392,0
Precinct,3 - South,93,247,7,347,0
Precinct,Ab - Central Absentee Precinct,20,46,0,66,0
Precinct,Provisional,0,0,0,0,0
Locality,Giles County,1648,4097,2,5747,0
Precinct,101 - Glen Lyn,16,48,0,64,0
Precinct,102 - Rich Creek,65,240,0,305,0
Precinct,103 - Narrows,287,757,0,1044,0
Precinct,201 - Pearisburg,376,1058,0,1434,0
Precinct,202 - Staffordsville,50,190,0,240,0
Precinct,203 - White Gate,27,136,0,163,0
Precinct,301 - Eggleston,144,299,0,443,0
Precinct,302 - Pembroke,312,741,1,1054,0
Precinct,303 - Newport,244,386,1,631,0
Precinct,Ab - Central Absentee Precinct,127,241,0,368,0
Precinct,Provisional,0,1,0,1,0
Locality,Gloucester County,4134,8418,6,12558,0
Precinct,101 - Harcum,261,635,0,896,0
Precinct,102 - Salem,220,518,0,738,0
Precinct,103 - Peasley,163,385,2,550,0
Precinct,201 - Courthouse,395,665,2,1062,0
Precinct,202 - Botetourt,482,905,1,1388,0
Precinct,301 - White Marsh,346,693,0,1039,0
Precinct,302 - Roanes,418,911,1,1330,0
Precinct,401 - Hayes,439,794,0,1233,0
Precinct,402 - Sarahs Creek,413,683,0,1096,0
Precinct,501 - Achilles,395,1151,0,1546,0
Precinct,502 - Walker,336,711,0,1047,0
Precinct,Ab - Central Absentee Precinct,262,366,0,628,0
Precinct,Provisional,4,1,0,5,0
Locality,Goochland County,3788,6712,8,10508,0
Precinct,101 - Fife,260,376,2,638,0
Precinct,102 - Hadensville,380,659,1,1040,0
Precinct,201 - Three Square,168,150,0,318,0
Precinct,202 - Sandy Hook,598,788,0,1386,0
Precinct,301 - Goochland Court House 1,371,589,1,961,0
Precinct,302 - Goochland Court House 2,142,271,0,413,0
Precinct,401 - Shallow Well,375,559,0,934,0
Precinct,402 - Centerville,424,1140,3,1567,0
Precinct,501 - Manakin,491,1092,1,1584,0
Precinct,502 - Blair Road,280,697,0,977,0
Precinct,Ab - Central Absentee Precinct,299,391,0,690,0
Precinct,Provisional,0,0,0,0,0
Locality,Grayson County,1052,3440,5,4497,0
Precinct,101 - Bridle Creek,58,146,1,205,0
Precinct,102 - Flatridge,22,100,1,123,0
Precinct,103 - Grant,56,143,0,199,0
Precinct,104 - Mouth Of Wilson,52,93,0,145,0
Precinct,105 - Mount Rogers,27,119,0,146,0
Precinct,106 - Rugby,28,118,0,146,0
Precinct,107 - Troutdale,14,78,0,92,0
Precinct,108 - Comers Rock,39,116,0,155,0
Precinct,202 - Elk Creek,79,224,0,303,0
Precinct,203 - Independence,200,598,0,798,0
Precinct,301 - Baywood,88,351,0,439,0
Precinct,302 - Fairview,101,444,1,546,0
Precinct,401 - Fries,67,157,1,225,0
Precinct,402 - Providence,97,400,1,498,0
Precinct,403 - Oldtown,55,158,0,213,0
Precinct,Ab - Central Absentee Precinct,69,193,0,262,0
Precinct,Provisional,0,2,0,2,0
Locality,Greene County,2283,3977,2,6262,0
Precinct,101 - Dyke,199,390,0,589,0
Precinct,102 - Swift Run,257,473,1,731,0
Precinct,201 - Ruckersville,489,906,1,1396,0
Precinct,301 - Stanardsville,490,878,0,1368,0
Precinct,401 - Midway,671,1038,0,1709,0
Precinct,Ab - Central Absentee Precinct,177,291,0,468,0
Precinct,Provisional,0,1,0,1,0
Locality,Greensville County,1651,1219,1,2871,0
Precinct,101 - Precinct 1-a,182,105,0,287,0
Precinct,102 - Precinct 1-b,49,74,0,123,0
Precinct,103 - Precinct 1-c,157,35,0,192,0
Precinct,201 - Precinct 2-a,258,107,0,365,0
Precinct,202 - Precinct 2-b,195,252,0,447,0
Precinct,302 - Precinct 3-a,484,269,1,754,0
Precinct,401 - Precinct 4-a,65,141,0,206,0
Precinct,402 - Precinct 4-b,205,139,0,344,0
Precinct,403 - Precinct 4-c,56,96,0,152,0
Precinct,Provisional,0,1,0,1,0
Locality,Halifax County,4023,6270,5,10298,0
Precinct,101 - Childrey,204,270,1,475,0
Precinct,102 - Liberty,92,160,0,252,0
Precinct,103 - Republican Grove,212,267,0,479,0
Precinct,201 - Clays Mill,100,261,0,361,0
Precinct,202 - Crossroads,118,224,0,342,0
Precinct,203 - Clover,231,282,0,513,0
Precinct,302 - Meadville,136,66,0,202,0
Precinct,304 - Vernon Hill,122,260,0,382,0
Precinct,305 - Sinai,379,259,1,639,0
Precinct,401 - Courthouse,297,337,1,635,0
Precinct,403 - Center,175,450,0,625,0
Precinct,502 - Dan River,255,571,0,826,0
Precinct,503 - Scottsburg,80,334,0,414,0
Precinct,601 - Black Walnut,164,323,0,487,0
Precinct,603 - Mt Carmel,324,419,0,743,0
Precinct,605 - Union,70,151,0,221,0
Precinct,701 - Hyco,177,458,1,636,0
Precinct,702 - Midway,71,377,0,448,0
Precinct,703 - Virgilina,70,238,0,308,0
Precinct,801 - South Boston,560,266,1,827,0
Precinct,Ab - Central Absentee Precinct,186,295,0,481,0
Precinct,Provisional,0,2,0,2,0
Locality,Hampton City,28499,11583,50,40132,0
Precinct,101 - Aberdeen (CD 3),1023,158,1,1182,0
Precinct,102 - Bassette (CD 3),1239,75,1,1315,0
Precinct,103 - City Hall (CD 3),612,109,0,721,0
Precinct,104 - Cooper (CD 3),1464,217,4,1685,0
Precinct,105 - East Hampton (CD 3),713,197,2,912,0
Precinct,106 - Armstrong (CD 3),925,463,1,1389,0
Precinct,107 - Lindsay (CD 3),1084,203,0,1287,0
Precinct,108 - Thomas (CD 3),1336,173,2,1511,0
Precinct,109 - Phenix (CD 3),1413,103,1,1517,0
Precinct,110 - Phoebus (CD 2),218,133,1,352,0
Precinct,111 - Hampton Library (CD 3),307,238,1,546,0
Precinct,112 - Smith (CD 3),1282,414,4,1700,0
Precinct,115 - Wythe (CD 3),455,362,1,818,0
Precinct,116 - Jones (CD 3),509,129,0,638,0
Precinct,117 - Kecoughtan (CD 3),740,219,1,960,0
Precinct,118 - Mallory (CD 3),1514,156,1,1671,0
Precinct,201 - Booker (CD 2),771,738,1,1510,0
Precinct,202 - Bryan (CD 2),819,607,6,1432,0
Precinct,203 - Burbank (CD 2),626,382,0,1008,0
Precinct,204 - Forrest (CD 3),815,376,1,1192,0
Precinct,205 - Asbury (CD 2),859,1228,0,2087,0
Precinct,208 - Kraft (CD 3),1294,782,5,2081,0
Precinct,209 - Langley (CD 2),726,477,1,1204,0
Precinct,210 - Machen (CD 3),1562,429,5,1996,0
Precinct,212 - Bethel (CD 3),1716,516,2,2234,0
Precinct,213 - Phillips (CD 2),1074,971,4,2049,0
Precinct,214 - Tucker Capps (CD 3),1005,560,0,1565,0
Precinct,215 - Tyler (CD 3),266,71,0,337,0
Precinct,215 - Tyler (CD 2),19,7,0,26,0
Precinct,216 - Sandy Bottom (CD 3),695,297,1,993,0
Precinct,217 - Syms (CD 3),372,357,0,729,0
Precinct,Ab - Central Absentee Precinct (CD 2),207,178,0,385,0
Precinct,Ab - Central Absentee Precinct (CD 3),806,249,3,1058,0
Precinct,Provisional (CD 2),4,1,0,5,0
Precinct,Provisional (CD 3),29,8,0,37,0
Locality,Hanover County,14365,28590,65,43020,0
Precinct,101 - Ashland,572,456,2,1030,0
Precinct,104 - Sliding Hill,512,651,2,1165,0
Precinct,105 - Berkley,569,346,1,916,0
Precinct,106 - Kersey Creek,253,467,1,721,0
Precinct,107 - Chickahominy,408,574,0,982,0
Precinct,201 - Beaverdam,367,1046,1,1414,0
Precinct,202 - Blunts,284,496,0,780,0
Precinct,203 - Wilmington Parish,352,822,2,1176,0
Precinct,206 - Courthouse,415,530,1,946,0
Precinct,208 - Oak Knoll,310,683,5,998,0
Precinct,209 - West Hanover,87,198,0,285,0
Precinct,210 - Oak Hill,123,288,1,412,0
Precinct,301 - Clay,424,981,1,1406,0
Precinct,303 - Shady Grove,388,894,4,1286,0
Precinct,304 - Atlee,1076,1688,9,2773,0
Precinct,305 - Cool Spring,491,869,2,1362,0
Precinct,401 - Battlefield,282,1159,3,1444,0
Precinct,403 - Cold Harbor,484,1155,3,1642,0
Precinct,404 - Black Creek,293,1291,1,1585,0
Precinct,405 - Pebble Creek,295,551,1,847,0
Precinct,406 - Beaverdam Creek,80,187,0,267,0
Precinct,502 - Rural Point,452,931,5,1388,0
Precinct,503 - Newman,373,672,1,1046,0
Precinct,504 - Studley,200,717,1,918,0
Precinct,505 - Totopotomoy,158,551,1,710,0
Precinct,506 - Georgetown,313,784,1,1098,0
Precinct,507 - Laurel Meadow,347,841,1,1189,0
Precinct,601 - Village,554,1421,4,1979,0
Precinct,602 - Lee Davis,437,989,2,1428,0
Precinct,603 - Mechanicsville,374,473,1,848,0
Precinct,604 - Hanover Grove,288,679,1,968,0
Precinct,701 - Farrington,382,908,1,1291,0
Precinct,702 - Montpelier,439,730,0,1169,0
Precinct,703 - Rockville,420,889,1,1310,0
Precinct,704 - Elmont,503,882,2,1387,0
Precinct,705 - South Anna,244,502,2,748,0
Precinct,Ab - Central Absentee Precinct,801,1276,1,2078,0
Precinct,Provisional,15,13,0,28,0
Locality,Harrisonburg City,6430,3769,15,10214,0
Precinct,101 - Northeast,912,470,3,1385,0
Precinct,102 - East Central,539,222,4,765,0
Precinct,103 - Southeast,824,431,2,1257,0
Precinct,104 - East,708,523,1,1232,0
Precinct,105 - South East Central,505,250,2,757,0
Precinct,201 - Northwest,809,586,0,1395,0
Precinct,202 - Southwest,920,553,0,1473,0
Precinct,203 - West,881,492,2,1375,0
Precinct,Ab - Central Absentee Precinct,331,241,1,573,0
Precinct,Provisional,1,1,0,2,0
Locality,Henrico County,68787,45756,114,114657,0
Precinct,101 - Coalpit (CD 7),1019,901,3,1923,0
Precinct,102 - Dumbarton (CD 7),1093,371,3,1467,0
Precinct,103 - Glen Allen (CD 7),1054,1148,2,2204,0
Precinct,104 - Glenside (CD 7),783,207,2,992,0
Precinct,105 - Greendale (CD 7),939,616,5,1560,0
Precinct,106 - Hermitage (CD 7),872,571,5,1448,0
Precinct,108 - Hungary Creek (CD 7),1104,1093,2,2199,0
Precinct,109 - Hunton (CD 7),230,360,1,591,0
Precinct,110 - Johnson (CD 7),301,200,1,502,0
Precinct,111 - Lakeside (CD 7),1164,810,2,1976,0
Precinct,112 - Longan (CD 7),678,679,0,1357,0
Precinct,113 - Maude Trevvett (CD 7),325,330,1,656,0
Precinct,114 - Monument Hills (CD 7),314,330,0,644,0
Precinct,115 - Staples Mill (CD 7),1006,1155,4,2165,0
Precinct,117 - Westwood (CD 7),688,489,3,1180,0
Precinct,201 - Adams (CD 4),1050,40,1,1091,0
Precinct,202 - Azalea (CD 7),1300,90,3,1393,0
Precinct,203 - Belmont (CD 7),858,353,0,1211,0
Precinct,204 - Brookland (CD 7),195,131,0,326,0
Precinct,205 - Canterbury (CD 7),212,302,1,515,0
Precinct,206 - Central Gardens (CD 4),1316,47,0,1363,0
Precinct,207 - Chamberlayne (CD 7),1174,373,0,1547,0
Precinct,208 - Fairfield (CD 4),1082,45,1,1128,0
Precinct,209 - Glen Lea (CD 4),782,122,4,908,0
Precinct,210 - Greenwood (CD 7),697,141,1,839,0
Precinct,211 - Highland Gardens (CD 4),474,32,2,508,0
Precinct,212 - Hollybrook (CD 7),327,133,0,460,0
Precinct,213 - Hungary (CD 7),707,140,0,847,0
Precinct,214 - Longdale (CD 7),561,246,1,808,0
Precinct,215 - Maplewood (CD 4),1461,66,0,1527,0
Precinct,216 - Moody (CD 7),303,263,0,566,0
Precinct,217 - Mountain (CD 7),245,165,0,410,0
Precinct,218 - Oakview (CD 7),38,44,0,82,0
Precinct,219 - Randolph (CD 7),173,32,0,205,0
Precinct,220 - Ratcliffe (CD 4),1579,103,2,1684,0
Precinct,221 - Stratford Hall (CD 7),114,75,1,190,0
Precinct,222 - Wilder (CD 7),996,197,3,1196,0
Precinct,223 - Yellow Tavern (CD 7),1003,634,0,1637,0
Precinct,224 - Essex Village (CD 4),299,11,1,311,0
Precinct,301 - Causeway (CD 7),537,554,0,1091,0
Precinct,302 - Cedarfield (CD 7),648,838,2,1488,0
Precinct,303 - Innsbrook (CD 7),839,707,3,1549,0
Precinct,304 - Jackson Davis (CD 7),403,479,1,883,0
Precinct,305 - Nuckols Farm (CD 7),795,1013,2,1810,0
Precinct,306 - Pocahontas (CD 7),742,637,2,1381,0
Precinct,307 - Ridge (CD 7),396,432,0,828,0
Precinct,308 - Rivers Edge (CD 7),716,918,0,1634,0
Precinct,309 - Sadler (CD 7),803,761,0,1564,0
Precinct,310 - Shady Grove (CD 7),739,1026,2,1767,0
Precinct,311 - Short Pump (CD 7),1042,953,2,1997,0
Precinct,312 - Springfield (CD 7),563,399,1,963,0
Precinct,313 - Stoney Run (CD 7),1080,1055,0,2135,0
Precinct,314 - Three Chopt (CD 7),746,748,2,1496,0
Precinct,315 - Tucker (CD 7),999,375,0,1374,0
Precinct,401 - Quioccasin (CD 7),859,721,1,1581,0
Precinct,402 - Crestview (CD 7),702,454,1,1157,0
Precinct,403 - Derbyshire (CD 7),499,744,0,1243,0
Precinct,404 - Freeman (CD 7),531,501,0,1032,0
Precinct,405 - Gayton (CD 7),811,1128,1,1940,0
Precinct,406 - Godwin (CD 7),738,673,2,1413,0
Precinct,407 - Lakewood (CD 7),477,612,0,1089,0
Precinct,408 - Lauderdale (CD 7),696,574,2,1272,0
Precinct,409 - Maybeury (CD 7),710,787,1,1498,0
Precinct,410 - Mooreland (CD 7),341,663,1,1005,0
Precinct,411 - Pemberton (CD 7),642,526,0,1168,0
Precinct,412 - Pinchbeck (CD 7),848,743,4,1595,0
Precinct,413 - Ridgefield (CD 7),831,891,1,1723,0
Precinct,414 - Rollingwood (CD 7),598,630,1,1229,0
Precinct,415 - Skipwith (CD 7),450,327,3,780,0
Precinct,416 - Spottswood (CD 7),321,349,0,670,0
Precinct,417 - Tuckahoe (CD 7),816,1412,1,2229,0
Precinct,418 - Welborne (CD 7),536,428,3,967,0
Precinct,419 - West End (CD 7),682,722,2,1406,0
Precinct,501 - Antioch (CD 4),271,793,0,1064,0
Precinct,502 - Cedar Fork (CD 4),520,90,0,610,0
Precinct,503 - Chickahominy (CD 4),519,615,1,1135,0
Precinct,504 - Donahoe (CD 4),572,231,1,804,0
Precinct,505 - Dorey (CD 4),708,652,0,1360,0
Precinct,506 - Eanes (CD 4),807,254,2,1063,0
Precinct,507 - Elko (CD 4),71,334,1,406,0
Precinct,508 - Highland Springs (CD 4),767,162,1,930,0
Precinct,509 - Laburnum (CD 4),684,227,0,911,0
Precinct,510 - Mehfoud (CD 4),829,288,0,1117,0
Precinct,511 - Montrose (CD 4),1726,240,1,1967,0
Precinct,512 - Nine Mile (CD 4),324,189,1,514,0
Precinct,513 - Pleasants (CD 4),1233,138,1,1372,0
Precinct,514 - Rolfe (CD 4),2341,239,1,2581,0
Precinct,515 - Sandston (CD 4),352,589,2,943,0
Precinct,516 - Sullivans (CD 4),749,332,1,1082,0
Precinct,517 - Town Hall (CD 4),270,325,0,595,0
Precinct,518 - Whitlocks (CD 4),516,644,0,1160,0
Precinct,AB - Central Absentee Precinct (CD 4),1079,318,3,1400,0
Precinct,Ab - Central Absentee Precinct (CD 7),2720,2243,2,4965,0
Precinct,Provisional (CD 4),18,1,0,19,0
Precinct,Provisional (CD 7),59,27,0,86,0
Locality,Henry County,4870,9073,5,13948,0
Precinct,101 - Bassett Number Two (CD 9),150,141,0,291,0
Precinct,102 - Gunville (CD 9),102,418,0,520,0
Precinct,103 - Scott's Tanyard (CD 9),204,742,1,947,0
Precinct,201 - Fieldale (CD 9),125,214,1,340,0
Precinct,202 - Horsepasture #1 (CD 9),236,390,0,626,0
Precinct,203 - Horsepasture #2 (CD 9),453,162,0,615,0
Precinct,204 - Spencer (CD 9),200,521,0,721,0
Precinct,302 - Axton (CD 5),241,209,0,450,0
Precinct,303 - Irisburg (CD 5),341,416,0,757,0
Precinct,304 - Mount Olivet (CD 5),515,468,0,983,0
Precinct,304 - Mount Olivet (CD 9),1,0,0,1,0
Precinct,305 - Mountain Valley (CD 5),187,240,0,427,0
Precinct,401 - Collinsville Number 1 (CD 9),107,342,0,449,0
Precinct,402 - Daniels Creek (CD 9),124,303,0,427,0
Precinct,404 - Collinsville Number 2 (CD 9),248,561,0,809,0
Precinct,405 - Mountain View (CD 5),198,265,0,463,0
Precinct,501 - Bassett Number One (CD 9),160,186,0,346,0
Precinct,502 - Figsboro (CD 9),129,398,0,527,0
Precinct,503 - Stanleytown (CD 9),143,647,0,790,0
Precinct,504 - Oak Level (CD 9),76,219,0,295,0
Precinct,505 - Dyers Store (CD 5),7,38,0,45,0
Precinct,505 - Dyers Store (CD 9),112,189,0,301,0
Precinct,601 - Fontaine (CD 9),197,477,0,674,0
Precinct,602 - Hillcrest (CD 9),113,155,1,269,0
Precinct,603 - Ridgeway #1 (CD 5),176,520,0,696,0
Precinct,604 - Ridgeway #2 (CD 9),146,438,1,585,0
Precinct,Ab - Central Absentee Precinct (CD 5),54,120,0,174,0
Precinct,Ab - Central Absentee Precinct (CD 9),124,287,1,412,0
Precinct,Provisional (CD 5),0,2,0,2,0
Precinct,Provisional (CD 9),1,5,0,6,0
Locality,Highland County,334,699,1,1034,0
Precinct,1 - Monterey,134,224,0,358,0
Precinct,3 - Wilsons Mill,23,60,0,83,0
Precinct,5 - Blue Grass,66,118,0,184,0
Precinct,7 - Mill Gap,41,78,0,119,0
Precinct,8 - Mcdowell,56,163,1,220,0
Precinct,10 - Headwaters,14,56,0,70,0
Precinct,Provisional,0,0,0,0,0
Locality,Hopewell City,2682,2721,16,5419,0
Precinct,101 - Ward One,269,312,1,582,0
Precinct,201 - Ward Two,367,78,1,446,0
Precinct,301 - Ward Three,260,719,3,982,0
Precinct,401 - Ward Four,560,564,3,1127,0
Precinct,501 - Ward Five,279,500,2,781,0
Precinct,601 - Ward Six,476,107,2,585,0
Precinct,701 - Ward Seven,349,251,1,601,0
Precinct,Ab - Central Absentee Precinct,120,190,3,313,0
Precinct,Provisional,2,0,0,2,0
Locality,Isle of Wight County,5758,8289,14,14061,0
Precinct,101 - Smithfield,597,1098,2,1697,0
Precinct,102 - Cypress Creek,527,826,1,1354,0
Precinct,201 - Bartlett,637,1049,3,1689,0
Precinct,202 - Carrollton,682,913,2,1597,0
Precinct,301 - Rushmere,671,572,1,1244,0
Precinct,302 - Pons,763,427,1,1191,0
Precinct,401 - Courthouse,135,355,0,490,0
Precinct,402 - Windsor,325,627,1,953,0
Precinct,403 - Longview,392,515,0,907,0
Precinct,501 - Walters,150,399,0,549,0
Precinct,502 - Camps Mill,158,122,0,280,0
Precinct,503 - Carrsville,145,218,0,363,0
Precinct,504 - Zuni,203,483,1,687,0
Precinct,505 - Raynor,100,284,1,385,0
Precinct,Ab - Central Absentee Precinct,271,398,0,669,0
Precinct,Provisional,2,3,1,6,0
Locality,James City County,14944,16648,29,31621,0
Precinct,101 - Berkeley A (CD 1),887,1072,3,1962,0
Precinct,102 - Berkeley B (CD 1),615,625,1,1241,0
Precinct,103 - Berkeley C (CD 1),997,1592,3,2592,0
Precinct,104- Berkeley D (CD 2),312,256,0,568,0
Precinct,201 - Jamestown A (CD 2),354,228,0,582,0
Precinct,202 - Jamestown B (CD 1),1002,657,4,1663,0
Precinct,202 - Jamestown B (CD 2),0,0,0,0,0
Precinct,203 - Jamestown C (CD 1),731,802,0,1533,0
Precinct,204 - Jamestown D (CD 1),925,1296,0,2221,0
Precinct,301 - Powhatan A (CD 1),955,1267,1,2223,0
Precinct,302 - Powhatan B (CD 1),301,241,0,542,0
Precinct,303 - Powhatan C (CD 1),244,506,1,751,0
Precinct,304 - Powhatan D (CD 1),955,663,1,1619,0
Precinct,401 - Stonehouse A (CD 1),771,1050,4,1825,0
Precinct,402 - Stonehouse B (CD 1),1204,1416,3,2623,0
Precinct,403 - Stonehouse C (CD 1),732,1037,1,1770,0
Precinct,501 - Roberts A (CD 2),547,232,0,779,0
Precinct,502 - Roberts B (CD 2),815,1282,2,2099,0
Precinct,503 - Roberts C (CD 2),206,77,0,283,0
Precinct,504 - Roberts D (CD 1),0,0,0,0,0
Precinct,504 - Roberts D (CD 2),976,922,3,1901,0
Precinct,AB - Central Absentee Precinct (CD 2),0,0,0,0,0
Precinct,Ab - Central Absentee Precinct (CD 1),1405,1414,2,2821,0
Precinct,Provisional (CD 1),8,7,0,15,0
Precinct,Provisional (CD 2),2,6,0,8,0
Locality,King and Queen County,1024,1438,2,2464,0
Precinct,101 - Owenton,248,176,0,424,0
Precinct,201 - Clarks,178,314,0,492,0
Precinct,301 - Shacklefords,195,279,1,475,0
Precinct,401 - Courthouse,233,272,1,506,0
Precinct,501 - Oldmill,116,315,0,431,0
Precinct,Ab - Central Absentee Precinct,54,82,0,136,0
Precinct,Provisional,0,0,0,0,0
Locality,King George County,2611,4499,7,7117,0
Precinct,101 - Courthouse,436,809,2,1247,0
Precinct,102 - Passapatanzy,226,362,0,588,0
Precinct,201 - Monroe,583,1140,1,1724,0
Precinct,301 - Dahlgren,633,837,1,1471,0
Precinct,401 - Shiloh,566,1026,3,1595,0
Precinct,Ab - Central Absentee Precinct,164,323,0,487,0
Precinct,Provisional,3,2,0,5,0
Locality,King William County,1991,3945,7,5943,0
Precinct,101 - West Point,389,736,3,1128,0
Precinct,201 - Sweet Hall,148,273,1,422,0
Precinct,202 - Courthouse,333,411,0,744,0
Precinct,301 - Aylett,276,793,2,1071,0
Precinct,401 - Manquin,324,809,0,1133,0
Precinct,501 - Mangohick,439,783,1,1223,0
Precinct,Ab - Central Absentee Precinct,78,135,0,213,0
Precinct,Provisional,4,5,0,9,0
Locality,Lancaster County,2010,2757,4,4771,0
Precinct,101 - Precinct 1-1,342,553,0,895,0
Precinct,201 - Precinct 2-1,371,320,2,693,0
Precinct,301 - Precinct 3-1,222,477,0,699,0
Precinct,302 - Precinct 3-2,113,233,0,346,0
Precinct,401 - Precinct 4-1,424,257,1,682,0
Precinct,501 - Precinct 5-1,355,674,1,1030,0
Precinct,Ab - Central Absentee Precinct,182,242,0,424,0
Precinct,Provisional,1,1,0,2,0
Locality,Lee County,1336,5235,7,6578,0
Precinct,101 - Elydale,70,242,0,312,0
Precinct,102 - Ewing,64,255,0,319,0
Precinct,103 - Rose Hill,122,500,1,623,0
Precinct,201 - Blackwater,26,99,0,125,0
Precinct,202 - Flatwoods,79,448,0,527,0
Precinct,203 - Jonesville,178,605,2,785,0
Precinct,301 - Ben Hur,152,668,1,821,0
Precinct,302 - Woodway,94,424,0,518,0
Precinct,401 - Stickleyville,69,222,0,291,0
Precinct,402 - Jasper,32,154,1,187,0
Precinct,403 - Seminary,38,237,0,275,0
Precinct,404 - Dryden,100,360,0,460,0
Precinct,501 - Saint Charles,90,150,1,241,0
Precinct,502 - Pennington,102,461,0,563,0
Precinct,503 - Robbins Chapel,8,78,0,86,0
Precinct,504 - Keokee,37,86,1,124,0
Precinct,Ab - Central Absentee Precinct,75,245,0,320,0
Precinct,Provisional,0,1,0,1,0
Locality,Lexington City,1129,606,2,1737,0
Precinct,1 - Lexington,1014,544,2,1560,0
Precinct,Ab - Central Absentee Precinct,115,62,0,177,0
Precinct,Provisional,0,0,0,0,0
Locality,Loudoun County,69514,47220,90,116824,0
Precinct,107 - Little River,698,508,2,1208,0
Precinct,108 - Mercer,684,435,1,1120,0
Precinct,112 - Freedom,546,311,0,857,0
Precinct,114 - Dulles South,628,340,1,969,0
Precinct,117 - Carter,373,128,1,502,0
Precinct,118 - Moorefield,807,348,2,1157,0
Precinct,119 - Arcola,1304,693,2,1999,0
Precinct,120 - Lunsford,758,455,0,1213,0
Precinct,121 - Town Hall,513,335,1,849,0
Precinct,122 - Hutchison Farm,801,539,2,1342,0
Precinct,123 - Cardinal Ridge,470,347,0,817,0
Precinct,124 - Liberty,509,300,0,809,0
Precinct,125 - Rock Ridge,728,297,0,1025,0
Precinct,207 - River Bend,527,383,0,910,0
Precinct,208 - Algonkian,543,398,0,941,0
Precinct,209 - Potomac Falls,807,453,2,1262,0
Precinct,210 - Cascades,952,533,0,1485,0
Precinct,213 - Countryside,290,195,1,486,0
Precinct,214 - Sugarland North,967,711,0,1678,0
Precinct,215 - Sugarland South,892,485,1,1378,0
Precinct,216 - Lowes Island,761,523,2,1286,0
Precinct,217 - South Bank,943,550,0,1493,0
Precinct,218 - University Center,542,237,1,780,0
Precinct,219 - Galilee Church,692,361,0,1053,0
Precinct,301 - Purcellville,817,800,2,1619,0
Precinct,302 - Round Hill,609,762,1,1372,0
Precinct,303 - Hillsboro,558,704,2,1264,0
