,,Mark Robert Warner,Daniel Mac Arthur Gade,Write-Ins,Total Votes Cast,Undervotes
Precinct,202 - Penhook,184,559,0,743,0
Precinct,203 - Hodgesville,56,133,0,189,0
Precinct,204 - Dudley,157,546,0,703,0
Precinct,301 - Snow Creek,96,447,0,543,0
Precinct,302 - Fork Mountain,97,406,0,503,0
Precinct,303 - Sontag,286,562,2,850,0
Precinct,304 - Dickinson,124,268,0,392,0
Precinct,401 - Henry,169,773,2,944,0
Precinct,402 - Ferrum,146,402,1,549,0
Precinct,403 - Endicott,104,498,2,604,0
Precinct,501 - Waidsboro,164,444,1,609,0
Precinct,502 - Callaway,173,716,0,889,0
Precinct,503 - Bowmans,128,377,1,506,0
Precinct,504 - Gogginsville,148,596,1,745,0
Precinct,601 - Boones Mill,213,767,2,982,0
Precinct,602 - Bonbrook,219,795,1,1015,0
Precinct,603 - Coopers Cove,151,615,2,768,0
Precinct,701 - Rocky Mount East,270,528,0,798,0
Precinct,702 - Rocky Mount West,240,357,1,598,0
Precinct,703 - Rocky Mount South,156,271,1,428,0
Precinct,Ab - Central Absentee Precinct,5814,6251,8,12073,0
Precinct,Provisional,39,52,0,91,0
Locality,Frederick County,17962,29940,44,47946,0
Precinct,101 - Russells,116,702,1,819,0
Precinct,102 - Gore,229,1131,1,1361,0
Precinct,103 - Kernstown,196,720,1,917,0
Precinct,104 - Cedar Creek,186,652,1,839,0
Precinct,201 - Gainesborough,81,582,0,663,0
Precinct,202 - Albin,94,520,0,614,0
Precinct,203 - Redland,168,891,1,1060,0
Precinct,204 - Nain,97,499,0,596,0
Precinct,301 - Clear Brook,107,525,0,632,0
Precinct,302 - Neff's Town,384,851,2,1237,0
Precinct,303 - White Hall,196,748,3,947,0
Precinct,401 - Carpers Valley,231,589,2,822,0
Precinct,402 - Shenandoah,134,459,1,594,0
Precinct,403 - Parkin's Mill,280,756,3,1039,0
Precinct,404 - Armel,240,612,1,853,0
Precinct,501 - Stephens City,251,666,1,918,0
Precinct,502 - Newtown,350,968,2,1320,0
Precinct,503 - Canterburg,318,850,1,1169,0
Precinct,601 - Millbrook,202,527,1,730,0
Precinct,602 - Ash Hollow,295,555,0,850,0
Precinct,603 - Greenwood,415,971,2,1388,0
Precinct,Ab - Central Absentee Precinct,13228,14992,20,28240,0
Precinct,Provisional,164,174,0,338,0
Locality,Fredericksburg City,8495,4080,13,12588,0
Precinct,101 - Precinct 1 - District One,601,553,4,1158,0
Precinct,201 - Precinct 1 - District Two,391,430,2,823,0
Precinct,301 - Precinct 1 - District Three,387,450,1,838,0
Precinct,401 - Precinct 1 - District Four,317,175,2,494,0
Precinct,402 - Precinct 2 - District Four,285,181,1,467,0
Precinct,Ab - Central Absentee Precinct,6458,2277,3,8738,0
Precinct,Provisional,56,14,0,70,0
Locality,Galax City,919,1679,1,2599,0
Precinct,1 - East,146,374,1,521,0
Precinct,2 - North,95,261,0,356,0
Precinct,3 - South,69,238,0,307,0
Precinct,Ab - Central Absentee Precinct,608,803,0,1411,0
Precinct,Provisional,1,3,0,4,0
Locality,Giles County,2713,6306,6,9025,0
Precinct,101 - Glen Lyn,18,82,0,100,0
Precinct,102 - Rich Creek,98,302,0,400,0
Precinct,103 - Narrows,194,758,1,953,0
Precinct,201 - Pearisburg,181,716,0,897,0
Precinct,202 - Staffordsville,52,212,0,264,0
Precinct,203 - White Gate,23,168,0,191,0
Precinct,301 - Eggleston,114,321,1,436,0
Precinct,302 - Pembroke,222,796,1,1019,0
Precinct,303 - Newport,144,445,0,589,0
Precinct,Ab - Central Absentee Precinct,1667,2506,3,4176,0
Precinct,Provisional,0,0,0,0,0
Locality,Gloucester County,7521,14605,17,22143,0
Precinct,101 - Harcum,184,705,0,889,0
Precinct,102 - Salem,201,663,0,864,0
Precinct,103 - Peasley,111,480,1,592,0
Precinct,201 - Courthouse,160,459,0,619,0
Precinct,202 - Botetourt,229,779,1,1009,0
Precinct,301 - White Marsh,199,770,1,970,0
Precinct,302 - Roanes,235,855,1,1091,0
Precinct,401 - Hayes,291,841,3,1135,0
Precinct,402 - Sarahs Creek,258,754,3,1015,0
Precinct,501 - Achilles,243,1336,3,1582,0
Precinct,502 - Walker,201,746,0,947,0
Precinct,Ab - Central Absentee Precinct,5177,6199,4,11380,0
Precinct,Provisional,32,18,0,50,0
Locality,Goochland County,6730,9972,15,16717,0
Precinct,101 - Fife,146,431,1,578,0
Precinct,102 - Hadensville,190,643,2,835,0
Precinct,201 - Three Square,99,163,0,262,0
Precinct,202 - Sandy Hook,224,529,0,753,0
Precinct,301 - Goochland Court House 1,120,375,1,496,0
Precinct,302 - Goochland Court House 2,64,204,0,268,0
Precinct,401 - Shallow Well,197,593,0,790,0
Precinct,402 - Centerville,127,408,0,535,0
Precinct,501 - Manakin,196,701,0,897,0
Precinct,502 - Blair Road,173,451,1,625,0
Precinct,Ab - Central Absentee Precinct,5178,5450,10,10638,0
Precinct,Provisional,16,24,0,40,0
Locality,Grayson County,1946,5972,7,7925,0
Precinct,101 - Bridle Creek,50,181,0,231,0
Precinct,102 - Flatridge,27,106,0,133,0
Precinct,103 - Grant,44,193,0,237,0
Precinct,104 - Mouth Of Wilson,30,100,0,130,0
Precinct,105 - Mount Rogers,28,166,0,194,0
Precinct,106 - Rugby,44,165,0,209,0
Precinct,107 - Troutdale,12,106,0,118,0
Precinct,108 - Comers Rock,41,116,0,157,0
Precinct,202 - Elk Creek,50,271,1,322,0
Precinct,203 - Independence,121,566,0,687,0
Precinct,301 - Baywood,55,399,0,454,0
Precinct,302 - Fairview,95,563,0,658,0
Precinct,401 - Fries,80,256,1,337,0
Precinct,402 - Providence,79,593,0,672,0
Precinct,403 - Oldtown,55,254,0,309,0
Precinct,Ab - Central Absentee Precinct,1129,1925,5,3059,0
Precinct,Provisional,6,12,0,18,0
Locality,Greene County,4529,6661,6,11196,0
Precinct,101 - Dyke,91,412,0,503,0
Precinct,102 - Swift Run,150,526,0,676,0
Precinct,201 - Ruckersville,323,830,0,1153,0
Precinct,301 - Stanardsville,196,682,1,879,0
Precinct,401 - Midway,251,716,2,969,0
Precinct,Ab - Central Absentee Precinct,3504,3479,3,6986,0
Precinct,Provisional,14,16,0,30,0
Locality,Greensville County,2716,1822,4,4542,0
Precinct,101 - Precinct 1-a,187,134,0,321,0
Precinct,102 - Precinct 1-b,42,104,0,146,0
Precinct,103 - Precinct 1-c,161,32,0,193,0
Precinct,201 - Precinct 2-a,214,96,0,310,0
Precinct,202 - Precinct 2-b,137,280,0,417,0
Precinct,302 - Precinct 3-a,303,186,3,492,0
Precinct,401 - Precinct 4-a,60,148,0,208,0
Precinct,402 - Precinct 4-b,189,127,0,316,0
Precinct,403 - Precinct 4-c,60,79,0,139,0
Precinct,AB - Central Absentee Precinct,1363,636,1,2000,0
Precinct,Provisional,0,0,0,0,0
Locality,Halifax County,8258,9824,6,18088,0
Precinct,101 - Childrey,142,338,0,480,0
Precinct,102 - Liberty,68,188,0,256,0
Precinct,103 - Republican Grove,155,276,0,431,0
Precinct,201 - Clays Mill,51,220,0,271,0
Precinct,202 - Crossroads,95,242,0,337,0
Precinct,203 - Clover,173,285,0,458,0
Precinct,302 - Meadville,99,84,1,184,0
Precinct,304 - Vernon Hill,79,266,0,345,0
Precinct,305 - Sinai,201,134,0,335,0
Precinct,401 - Courthouse,104,168,0,272,0
Precinct,403 - Center,108,208,0,316,0
Precinct,502 - Dan River,165,332,0,497,0
Precinct,503 - Scottsburg,87,359,0,446,0
Precinct,601 - Black Walnut,74,288,0,362,0
Precinct,603 - Mt Carmel,182,387,0,569,0
Precinct,605 - Union,48,147,0,195,0
Precinct,701 - Hyco,119,448,0,567,0
Precinct,702 - Midway,81,424,0,505,0
Precinct,703 - Virgilina,59,321,0,380,0
Precinct,801 - South Boston,327,142,0,469,0
Precinct,Ab - Central Absentee Precinct,5819,4557,5,10381,0
Precinct,Provisional,22,10,0,32,0
Locality,Hampton City,46627,17777,86,64490,0
Precinct,101 - Aberdeen (CD 3),416,120,2,538,0
Precinct,102 - Bassette (CD 3),479,71,0,550,0
Precinct,103 - City Hall (CD 3),324,104,0,428,0
Precinct,104 - Cooper (CD 3),662,189,3,854,0
Precinct,105 - East Hampton (CD 3),224,98,1,323,0
Precinct,106 - Armstrong (CD 3),362,292,0,654,0
Precinct,107 - Lindsay (CD 3),332,123,0,455,0
Precinct,108 - Thomas (CD 3),497,110,3,610,0
Precinct,109 - Phenix (CD 3),590,83,1,674,0
Precinct,110 - Phoebus (CD 2),132,123,0,255,0
Precinct,111 - Hampton Library (CD 3),110,110,0,220,0
Precinct,112 - Smith (CD 3),487,333,0,820,0
Precinct,115 - Wythe (CD 3),216,252,0,468,0
Precinct,116 - Jones (CD 3),261,90,1,352,0
Precinct,117 - Kecoughtan (CD 3),382,227,4,613,0
Precinct,118 - Mallory (CD 3),513,114,2,629,0
Precinct,201 - Booker (CD 2),366,585,2,953,0
Precinct,202 - Bryan (CD 2),373,470,1,844,0
Precinct,203 - Burbank (CD 2),327,310,1,638,0
Precinct,204 - Forrest (CD 3),362,277,1,640,0
Precinct,205 - Asbury (CD 2),384,1070,1,1455,0
Precinct,208 - Kraft (CD 3),559,598,3,1160,0
Precinct,209 - Langley (CD 2),374,435,4,813,0
Precinct,210 - Machen (CD 3),564,311,3,878,0
Precinct,212 - Bethel (CD 3),412,327,0,739,0
Precinct,213 - Phillips (CD 2),434,748,1,1183,0
Precinct,214 - Tucker Capps (CD 3),496,394,1,891,0
Precinct,215 - Tyler (CD 3),170,59,0,229,0
Precinct,215 - Tyler (CD 2),6,6,0,12,0
Precinct,216 - Sandy Bottom (CD 3),252,250,2,504,0
Precinct,217 - Syms (CD 3),152,255,1,408,0
Precinct,Ab - Central Absentee Precinct (CD 2),6686,3362,7,10055,0
Precinct,Ab - Central Absentee Precinct (CD 3),28370,5773,40,34183,0
Precinct,Provisional (CD 2),65,44,1,110,0
Precinct,Provisional (CD 3),288,64,0,352,0
Locality,Hanover County,25864,43893,69,69826,0
Precinct,101 - Ashland,265,342,3,610,0
Precinct,104 - Sliding Hill,202,459,1,662,0
Precinct,105 - Berkley,301,272,1,574,0
Precinct,106 - Kersey Creek,128,248,0,376,0
Precinct,107 - Chickahominy,147,343,0,490,0
Precinct,201 - Beaverdam,175,982,5,1162,0
Precinct,202 - Blunts,188,486,1,675,0
Precinct,203 - Wilmington Parish,151,624,4,779,0
Precinct,206 - Courthouse,109,320,1,430,0
Precinct,208 - Oak Knoll,103,451,1,555,0
Precinct,209 - West Hanover,67,234,0,301,0
Precinct,210 - Oak Hill,48,156,0,204,0
Precinct,301 - Clay,145,437,1,583,0
Precinct,303 - Shady Grove,181,548,0,729,0
Precinct,304 - Atlee,425,998,3,1426,0
Precinct,305 - Cool Spring,161,495,0,656,0
Precinct,401 - Battlefield,134,733,1,868,0
Precinct,403 - Cold Harbor,328,1026,2,1356,0
Precinct,404 - Black Creek,156,1131,1,1288,0
Precinct,405 - Pebble Creek,205,436,1,642,0
Precinct,406 - Beaverdam Creek,92,202,0,294,0
Precinct,502 - Rural Point,166,649,1,816,0
Precinct,503 - Newman,213,551,3,767,0
Precinct,504 - Studley,125,644,0,769,0
Precinct,505 - Totopotomoy,82,482,1,565,0
Precinct,506 - Georgetown,100,416,1,517,0
Precinct,507 - Laurel Meadow,160,629,0,789,0
Precinct,601 - Village,344,888,0,1232,0
Precinct,602 - Lee Davis,236,720,2,958,0
Precinct,603 - Mechanicsville,296,529,1,826,0
Precinct,604 - Hanover Grove,139,390,0,529,0
Precinct,701 - Farrington,161,671,1,833,0
Precinct,702 - Montpelier,278,687,2,967,0
Precinct,703 - Rockville,262,821,1,1084,0
Precinct,704 - Elmont,245,674,0,919,0
Precinct,705 - South Anna,151,500,0,651,0
Precinct,Ab - Central Absentee Precinct,19077,23644,30,42751,0
Precinct,Provisional,118,75,0,193,0
Locality,Harrisonburg City,11116,5634,17,16767,0
Precinct,101 - Northeast,517,381,2,900,0
Precinct,102 - East Central,218,174,0,392,0
Precinct,103 - Southeast,476,416,1,893,0
Precinct,104 - East,427,439,0,866,0
Precinct,105 - South East Central,166,95,0,261,0
Precinct,201 - Northwest,349,412,2,763,0
Precinct,202 - Southwest,364,409,2,775,0
Precinct,203 - West,305,373,0,678,0
Precinct,Ab - Central Absentee Precinct,8226,2894,10,11130,0
Precinct,Provisional,68,41,0,109,0
Locality,Henrico County,117199,62686,177,180062,0
Precinct,101 - Coalpit (CD 7),507,799,0,1306,0
Precinct,102 - Dumbarton (CD 7),587,299,2,888,0
Precinct,103 - Glen Allen (CD 7),414,814,2,1230,0
Precinct,105 - Greendale (CD 7),630,558,4,1192,0
Precinct,106 - Hermitage (CD 7),520,552,0,1072,0
Precinct,108 - Hungary Creek (CD 7),428,620,1,1049,0
Precinct,109 - Hunton (CD 7),157,350,0,507,0
Precinct,110 - Johnson (CD 7),696,488,3,1187,0
Precinct,111 - Lakeside (CD 7),650,690,3,1343,0
Precinct,112 - Longan (CD 7),495,587,1,1083,0
Precinct,113 - Maude Trevvett (CD 7),217,269,1,487,0
Precinct,114 - Monument Hills (CD 7),224,270,1,495,0
Precinct,115 - Staples Mill (CD 7),386,632,2,1020,0
Precinct,117 - Westwood (CD 7),340,361,1,702,0
Precinct,201 - Adams (CD 4),464,50,0,514,0
Precinct,202 - Azalea (CD 7),931,116,1,1048,0
Precinct,203 - Belmont (CD 7),559,380,0,939,0
Precinct,204 - Brookland (CD 7),148,170,1,319,0
Precinct,205 - Canterbury (CD 7),109,129,1,239,0
Precinct,206 - Central Gardens (CD 4),659,31,1,691,0
Precinct,207 - Chamberlayne (CD 7),486,298,0,784,0
Precinct,208 - Fairfield (CD 4),542,40,1,583,0
Precinct,209 - Glen Lea (CD 4),428,121,0,549,0
Precinct,210 - Greenwood (CD 7),323,163,0,486,0
Precinct,211 - Highland Gardens (CD 4),287,31,1,319,0
Precinct,212 - Hollybrook (CD 7),197,116,0,313,0
Precinct,213 - Hungary (CD 7),386,167,1,554,0
Precinct,214 - Longdale (CD 7),413,287,1,701,0
Precinct,215 - Maplewood (CD 4),677,63,2,742,0
Precinct,216 - Moody (CD 7),200,225,0,425,0
Precinct,217 - Mountain (CD 7),160,144,0,304,0
Precinct,218 - Oakview (CD 7),38,39,0,77,0
Precinct,219 - Randolph (CD 7),108,27,0,135,0
Precinct,220 - Ratcliffe (CD 4),854,95,1,950,0
Precinct,221 - Stratford Hall (CD 7),68,89,0,157,0
Precinct,222 - Wilder (CD 7),342,152,1,495,0
Precinct,223 - Yellow Tavern (CD 7),456,445,3,904,0
Precinct,224 - Essex Village (CD 4),341,15,1,357,0
Precinct,301 - Causeway (CD 7),341,507,0,848,0
Precinct,302 - Cedarfield (CD 7),247,486,4,737,0
Precinct,303 - Innsbrook (CD 7),441,551,3,995,0
Precinct,304 - Jackson Davis (CD 7),260,392,3,655,0
Precinct,305 - Nuckols Farm (CD 7),394,778,4,1176,0
Precinct,306 - Pocahontas (CD 7),377,482,1,860,0
Precinct,307 - Ridge (CD 7),301,340,1,642,0
Precinct,308 - Rivers Edge (CD 7),449,715,0,1164,0
Precinct,309 - Sadler (CD 7),402,570,1,973,0
Precinct,310 - Shady Grove (CD 7),456,866,0,1322,0
Precinct,311 - Short Pump (CD 7),254,387,0,641,0
Precinct,312 - Springfield (CD 7),394,344,0,738,0
Precinct,313 - Stoney Run (CD 7),414,753,0,1167,0
Precinct,314 - Three Chopt (CD 7),451,665,2,1118,0
Precinct,315 - Tucker (CD 7),718,363,3,1084,0
Precinct,316 - Colonial Trail (CD 7),331,348,0,679,0
Precinct,401 - Quioccasin (CD 7),441,530,1,972,0
Precinct,402 - Crestview (CD 7),521,488,0,1009,0
Precinct,403 - Derbyshire (CD 7),295,579,0,874,0
Precinct,404 - Freeman (CD 7),310,452,2,764,0
Precinct,405 - Gayton (CD 7),272,576,1,849,0
Precinct,406 - Godwin (CD 7),259,436,0,695,0
Precinct,407 - Lakewood (CD 7),257,441,1,699,0
Precinct,408 - Lauderdale (CD 7),454,518,2,974,0
Precinct,409 - Maybeury (CD 7),400,584,1,985,0
Precinct,410 - Mooreland (CD 7),198,503,0,701,0
Precinct,411 - Pemberton (CD 7),450,410,3,863,0
Precinct,412 - Pinchbeck (CD 7),540,565,3,1108,0
Precinct,413 - Ridgefield (CD 7),422,780,4,1206,0
Precinct,414 - Rollingwood (CD 7),338,488,2,828,0
Precinct,415 - Skipwith (CD 7),273,296,2,571,0
Precinct,416 - Spottswood (CD 7),214,282,1,497,0
Precinct,417 - Tuckahoe (CD 7),297,720,0,1017,0
Precinct,418 - Welborne (CD 7),372,401,1,774,0
Precinct,419 - West End (CD 7),359,630,1,990,0
Precinct,501 - Antioch (CD 4),195,821,0,1016,0
Precinct,502 - Cedar Fork (CD 4),326,82,0,408,0
Precinct,503 - Chickahominy (CD 4),301,545,0,846,0
Precinct,504 - Donahoe (CD 4),363,294,1,658,0
Precinct,505 - Dorey (CD 4),363,508,0,871,0
Precinct,506 - Eanes (CD 4),530,267,0,797,0
Precinct,507 - Elko (CD 4),63,354,0,417,0
Precinct,508 - Highland Springs (CD 4),516,139,3,658,0
Precinct,509 - Laburnum (CD 4),424,190,2,616,0
Precinct,510 - Mehfoud (CD 4),392,276,2,670,0
Precinct,511 - Montrose (CD 4),698,169,0,867,0
Precinct,512 - Nine Mile (CD 4),308,197,1,506,0
Precinct,513 - Pleasants (CD 4),807,123,2,932,0
Precinct,514 - Rolfe (CD 4),671,121,1,793,0
Precinct,515 - Sandston (CD 4),344,721,1,1066,0
Precinct,516 - Sullivans (CD 4),561,320,1,882,0
Precinct,517 - Town Hall (CD 4),142,292,1,435,0
Precinct,518 - Whitlocks (CD 4),256,670,1,927,0
Precinct,AB - Central Absentee Precinct (CD 4),24941,4226,18,29185,0
Precinct,Ab - Central Absentee Precinct (CD 7),55928,23164,57,79149,0
Precinct,Provisional (CD 4),232,48,0,280,0
Precinct,Provisional (CD 7),509,251,2,762,0
Locality,Henry County,10616,15051,27,25694,0
Precinct,101 - Bassett Number Two (CD 9),125,153,0,278,0
Precinct,102 - Gunville (CD 9),158,496,1,655,0
Precinct,103 - Scott's Tanyard (CD 9),228,851,2,1081,0
Precinct,201 - Fieldale (CD 9),105,227,1,333,0
Precinct,202 - Horsepasture #1 (CD 9),182,470,0,652,0
Precinct,203 - Horsepasture #2 (CD 9),231,156,1,388,0
Precinct,204 - Spencer (CD 9),189,613,2,804,0
Precinct,302 - Axton (CD 5),150,271,0,421,0
Precinct,303 - Irisburg (CD 5),222,480,1,703,0
Precinct,304 - Mount Olivet (CD 5),176,306,0,482,0
Precinct,304 - Mount Olivet (CD 9),1,0,0,1,0
Precinct,305 - Mountain Valley (CD 5),126,298,0,424,0
Precinct,401 - Collinsville Number 1 (CD 9),104,253,0,357,0
Precinct,402 - Daniels Creek (CD 9),133,265,0,398,0
Precinct,404 - Collinsville Number 2 (CD 9),186,400,1,587,0
Precinct,405 - Mountain View (CD 5),123,248,1,372,0
Precinct,501 - Bassett Number One (CD 9),129,218,0,347,0
Precinct,502 - Figsboro (CD 9),105,378,0,483,0
Precinct,503 - Stanleytown (CD 9),156,618,2,776,0
Precinct,504 - Oak Level (CD 9),96,239,0,335,0
Precinct,505 - Dyers Store (CD 5),13,31,0,44,0
Precinct,505 - Dyers Store (CD 9),51,218,0,269,0
Precinct,601 - Fontaine (CD 9),171,379,1,551,0
Precinct,602 - Hillcrest (CD 9),94,162,0,256,0
Precinct,603 - Ridgeway #1 (CD 5),200,590,0,790,0
Precinct,604 - Ridgeway #2 (CD 9),148,447,0,595,0
Precinct,Ab - Central Absentee Precinct (CD 5),2341,1566,1,3908,0
Precinct,Ab - Central Absentee Precinct (CD 9),4595,4659,13,9267,0
Precinct,Provisional (CD 5),20,11,0,31,0
Precinct,Provisional (CD 9),58,48,0,106,0
Locality,Highland County,504,1020,1,1525,0
Precinct,1 - Monterey,87,195,1,283,0
Precinct,3 - Wilsons Mill,14,71,0,85,0
Precinct,5 - Blue Grass,60,140,0,200,0
Precinct,7 - Mill Gap,35,93,0,128,0
Precinct,8 - Mcdowell,50,214,0,264,0
Precinct,10 - Headwaters,12,72,0,84,0
Precinct,AB - Central Absentee Precinct,246,233,0,479,0
Precinct,Provisional,0,2,0,2,0
Locality,Hopewell City,5695,3847,7,9549,0
Precinct,101 - Ward One,228,270,1,499,0
Precinct,201 - Ward Two,375,100,0,475,0
Precinct,301 - Ward Three,244,495,0,739,0
Precinct,401 - Ward Four,350,385,0,735,0
Precinct,501 - Ward Five,229,356,2,587,0
Precinct,601 - Ward Six,427,115,1,543,0
Precinct,701 - Ward Seven,262,219,0,481,0
Precinct,Ab - Central Absentee Precinct,3509,1879,3,5391,0
Precinct,Provisional,71,28,0,99,0
Locality,Isle of Wight County,9821,13546,23,23390,0
Precinct,101 - Smithfield,267,813,3,1083,0
Precinct,102 - Cypress Creek,222,652,1,875,0
Precinct,201 - Bartlett,256,870,5,1131,0
Precinct,202 - Carrollton,316,716,2,1034,0
Precinct,301 - Rushmere,335,501,0,836,0
Precinct,302 - Pons,332,328,1,661,0
Precinct,401 - Courthouse,75,298,0,373,0
Precinct,402 - Windsor,163,595,1,759,0
Precinct,403 - Longview,214,457,0,671,0
Precinct,501 - Walters,121,512,0,633,0
Precinct,502 - Camps Mill,109,151,0,260,0
Precinct,503 - Carrsville,130,325,0,455,0
Precinct,504 - Zuni,138,544,1,683,0
Precinct,505 - Raynor,53,287,1,341,0
Precinct,Ab - Central Absentee Precinct,7024,6464,8,13496,0
Precinct,Provisional,66,33,0,99,0
Locality,James City County,25685,23600,41,49326,0
Precinct,101 - Berkeley A (CD 1),165,518,2,685,0
Precinct,102 - Berkeley B (CD 1),184,454,0,638,0
Precinct,103 - Berkeley C (CD 1),169,578,0,747,0
Precinct,104- Berkeley D (CD 2),84,182,0,266,0
Precinct,201 - Jamestown A (CD 2),113,166,2,281,0
Precinct,202 - Jamestown B (CD 1),265,306,0,571,0
Precinct,202 - Jamestown B (CD 2),1,2,0,3,0
Precinct,203 - Jamestown C (CD 1),158,357,0,515,0
Precinct,204 - Jamestown D (CD 1),122,346,0,468,0
Precinct,301 - Powhatan A (CD 1),167,420,1,588,0
Precinct,302 - Powhatan B (CD 1),145,174,1,320,0
Precinct,303 - Powhatan C (CD 1),129,443,1,573,0
Precinct,304 - Powhatan D (CD 1),310,463,0,773,0
Precinct,401 - Stonehouse A (CD 1),376,989,1,1366,0
Precinct,402 - Stonehouse B (CD 1),319,784,1,1104,0
Precinct,403 - Stonehouse C (CD 1),221,777,2,1000,0
Precinct,501 - Roberts A (CD 2),374,249,0,623,0
Precinct,502 - Roberts B (CD 2),111,542,1,654,0
Precinct,503 - Roberts C (CD 2),153,89,0,242,0
Precinct,504 - Roberts D (CD 1),0,2,0,2,0
Precinct,504 - Roberts D (CD 2),236,508,1,745,0
Precinct,AB - Central Absentee Precinct (CD 2),4737,2823,5,7565,0
Precinct,Ab - Central Absentee Precinct (CD 1),16991,12369,22,29382,0
Precinct,Provisional (CD 1),120,44,1,165,0
Precinct,Provisional (CD 2),35,15,0,50,0
Locality,King and Queen County,1705,2372,8,4085,0
Precinct,101 - Owenton,244,255,2,501,0
Precinct,201 - Clarks,136,370,1,507,0
Precinct,301 - Shacklefords,137,302,0,439,0
Precinct,401 - Courthouse,101,250,1,352,0
Precinct,501 - Oldmill,66,324,1,391,0
Precinct,Ab - Central Absentee Precinct,1017,867,3,1887,0
Precinct,Provisional,4,4,0,8,0
Locality,King George County,5758,8384,15,14157,0
Precinct,101 - Courthouse,217,653,0,870,0
Precinct,102 - Passapatanzy,167,463,3,633,0
Precinct,201 - Monroe,206,685,2,893,0
Precinct,301 - Dahlgren,311,662,4,977,0
Precinct,401 - Shiloh,299,719,1,1019,0
Precinct,Ab - Central Absentee Precinct,4543,5192,5,9740,0
Precinct,Provisional,15,10,0,25,0
Locality,King William County,3447,7079,9,10535,0
Precinct,101 - West Point,350,859,2,1211,0
Precinct,201 - Sweet Hall,99,360,0,459,0
Precinct,202 - Courthouse,142,383,1,526,0
Precinct,301 - Aylett,228,975,1,1204,0
Precinct,401 - Manquin,253,940,0,1193,0
Precinct,501 - Mangohick,250,888,1,1139,0
Precinct,Ab - Central Absentee Precinct,2095,2636,4,4735,0
Precinct,Provisional,30,38,0,68,0
Locality,Lancaster County,3457,3648,3,7108,0
Precinct,101 - Precinct 1-1,183,432,0,615,0
Precinct,201 - Precinct 2-1,197,228,0,425,0
Precinct,301 - Precinct 3-1,104,392,0,496,0
Precinct,302 - Precinct 3-2,49,178,0,227,0
Precinct,401 - Precinct 4-1,252,227,0,479,0
Precinct,501 - Precinct 5-1,169,512,1,682,0
Precinct,Ab - Central Absentee Precinct,2501,1679,2,4182,0
Precinct,Provisional,2,0,0,2,0
Locality,Lee County,2240,7600,10,9850,0
Precinct,101 - Elydale,65,324,1,390,0
Precinct,102 - Ewing,49,322,0,371,0
Precinct,103 - Rose Hill,128,562,2,692,0
Precinct,201 - Blackwater,36,137,0,173,0
Precinct,202 - Flatwoods,93,433,0,526,0
Precinct,203 - Jonesville,125,539,0,664,0
Precinct,301 - Ben Hur,133,619,1,753,0
Precinct,302 - Woodway,132,459,1,592,0
Precinct,401 - Stickleyville,81,284,0,365,0
Precinct,402 - Jasper,41,224,0,265,0
Precinct,403 - Seminary,57,308,0,365,0
Precinct,404 - Dryden,102,495,1,598,0
Precinct,501 - Saint Charles,83,186,0,269,0
Precinct,502 - Pennington,111,484,0,595,0
Precinct,503 - Robbins Chapel,20,85,0,105,0
Precinct,504 - Keokee,42,118,0,160,0
Precinct,Ab - Central Absentee Precinct,937,2016,4,2957,0
Precinct,Provisional,5,5,0,10,0
Locality,Lexington City,1853,895,3,2751,0
Precinct,1 - Lexington,252,376,2,630,0
Precinct,Ab - Central Absentee Precinct,1597,517,1,2115,0
Precinct,Provisional,4,2,0,6,0
Locality,Loudoun County,137814,84991,178,222983,0
Precinct,107 - Little River,274,421,2,697,0
Precinct,108 - Mercer,317,383,0,700,0
Precinct,112 - Freedom,199,206,1,406,0
Precinct,114 - Dulles South,196,242,0,438,0
Precinct,117 - Carter,232,162,2,396,0
Precinct,118 - Moorefield,339,358,0,697,0
Precinct,119 - Arcola,310,265,0,575,0
Precinct,120 - Lunsford,362,358,0,720,0
Precinct,121 - Town Hall,267,282,2,551,0
Precinct,122 - Hutchison Farm,318,396,1,715,0
Precinct,123 - Cardinal Ridge,200,222,1,423,0
Precinct,124 - Liberty,226,211,0,437,0
Precinct,125 - Rock Ridge,409,287,0,696,0
Precinct,126-Goshen Post,361,353,2,716,0
Precinct,207 - River Bend,192,305,2,499,0
Precinct,208 - Algonkian,265,324,0,589,0
Precinct,209 - Potomac Falls,260,367,1,628,0
Precinct,210 - Cascades,460,414,0,874,0
Precinct,213 - Countryside,173,140,0,313,0
Precinct,214 - Sugarland North,328,438,1,767,0
Precinct,215 - Sugarland South,508,472,0,980,0
Precinct,216 - Lowes Island,336,430,1,767,0
Precinct,217 - South Bank,282,383,2,667,0
Precinct,218 - University Center,380,309,0,689,0
Precinct,219 - Galilee Church,342,366,0,708,0
Precinct,301 - Purcellville,202,574,2,778,0
Precinct,302 - Round Hill,345,782,1,1128,0
Precinct,303 - Hillsboro,246,654,1,901,0
Precinct,305 - Philomont,168,398,1,567,0
Precinct,307 - Middleburg,290,326,0,616,0
Precinct,308 - St Louis,238,336,0,574,0
Precinct,309 - Aldie,171,265,1,437,0
Precinct,310 - Mountain View,297,762,1,1060,0
Precinct,311 - Round Hill Elementary,338,826,1,1165,0
Precinct,312 - Briar Woods,368,364,2,734,0
Precinct,313 - Pinebrook,374,408,0,782,0
Precinct,314 - Legacy,372,367,1,740,0
